"uid","article","citedjournal"
24,"""Mercury in soil, vegetable and human hair in a typical mining area in China: Implication for human exposure"""," ENVIRON SCI TECHNOL"
24,"""Mercury in soil, vegetable and human hair in a typical mining area in China: Implication for human exposure"""," ENVIRON RES"
24,"""Mercury in soil, vegetable and human hair in a typical mining area in China: Implication for human exposure"""," ENVIRON SCI TECHNOL"
24,"""Mercury in soil, vegetable and human hair in a typical mining area in China: Implication for human exposure"""," SCI TOTAL ENVIRON"
24,"""Mercury in soil, vegetable and human hair in a typical mining area in China: Implication for human exposure"""," ENVIRON INT"
24,"""Mercury in soil, vegetable and human hair in a typical mining area in China: Implication for human exposure"""," SCI TOTAL ENVIRON"
24,"""Mercury in soil, vegetable and human hair in a typical mining area in China: Implication for human exposure"""," ECOTOX ENVIRON SAFE"
24,"""Mercury in soil, vegetable and human hair in a typical mining area in China: Implication for human exposure"""," TALANTA"
24,"""Mercury in soil, vegetable and human hair in a typical mining area in China: Implication for human exposure"""," ENVIRON POLLUT"
24,"""Mercury in soil, vegetable and human hair in a typical mining area in China: Implication for human exposure"""," ENVIRON SCI POLLUT R"
24,"""Mercury in soil, vegetable and human hair in a typical mining area in China: Implication for human exposure"""," ENVIRON SCI POLLUT R"
24,"""Mercury in soil, vegetable and human hair in a typical mining area in China: Implication for human exposure"""," APPL ENVIRON MICROB"
24,"""Mercury in soil, vegetable and human hair in a typical mining area in China: Implication for human exposure"""," ENVIRON RES"
24,"""Mercury in soil, vegetable and human hair in a typical mining area in China: Implication for human exposure"""," APPL GEOCHEM"
24,"""Mercury in soil, vegetable and human hair in a typical mining area in China: Implication for human exposure"""," ENVIRON SCI TECHNOL"
24,"""Mercury in soil, vegetable and human hair in a typical mining area in China: Implication for human exposure"""," SCIENCE"
24,"""Mercury in soil, vegetable and human hair in a typical mining area in China: Implication for human exposure"""," CAD SAUDE PUBLICA"
24,"""Mercury in soil, vegetable and human hair in a typical mining area in China: Implication for human exposure"""," APPL GEOCHEM"
24,"""Mercury in soil, vegetable and human hair in a typical mining area in China: Implication for human exposure"""," SCI TOTAL ENVIRON"
24,"""Mercury in soil, vegetable and human hair in a typical mining area in China: Implication for human exposure"""," ENVIRON RES"
24,"""Mercury in soil, vegetable and human hair in a typical mining area in China: Implication for human exposure"""," APPL GEOCHEM"
24,"""Mercury in soil, vegetable and human hair in a typical mining area in China: Implication for human exposure"""," SCI TOTAL ENVIRON"
24,"""Mercury in soil, vegetable and human hair in a typical mining area in China: Implication for human exposure"""," ENVIRON SCI TECHNOL"
24,"""Mercury in soil, vegetable and human hair in a typical mining area in China: Implication for human exposure"""," IRON OXIDES LAB PREP"
24,"""Mercury in soil, vegetable and human hair in a typical mining area in China: Implication for human exposure"""," J HAZARD MATER"
24,"""Mercury in soil, vegetable and human hair in a typical mining area in China: Implication for human exposure"""," FOOD CHEM"
24,"""Mercury in soil, vegetable and human hair in a typical mining area in China: Implication for human exposure"""," INT J HYG ENVIR HEAL"
24,"""Mercury in soil, vegetable and human hair in a typical mining area in China: Implication for human exposure"""," ENVIRON SCI TECHNOL"
24,"""Mercury in soil, vegetable and human hair in a typical mining area in China: Implication for human exposure"""," CRIT REV ENV SCI TEC"
24,"""Mercury in soil, vegetable and human hair in a typical mining area in China: Implication for human exposure"""," EPA821R02019"
24,"""Mercury in soil, vegetable and human hair in a typical mining area in China: Implication for human exposure"""," EPA823R01001"
24,"""Mercury in soil, vegetable and human hair in a typical mining area in China: Implication for human exposure"""," ENVIRON SCI TECHNOL"
24,"""Mercury in soil, vegetable and human hair in a typical mining area in China: Implication for human exposure"""," ENVIRON SCI TECHNOL"
24,"""Mercury in soil, vegetable and human hair in a typical mining area in China: Implication for human exposure"""," ENVIRON HEALTH PERSP"
24,"""Mercury in soil, vegetable and human hair in a typical mining area in China: Implication for human exposure"""," APPL GEOCHEM"
24,"""Mercury in soil, vegetable and human hair in a typical mining area in China: Implication for human exposure"""," Shengtaixue Zazhi"
24,"""Mercury in soil, vegetable and human hair in a typical mining area in China: Implication for human exposure"""," J ENVIRON SCI-CHINA"
25,"""Effects of urbanization on heavy metal accumulation in surface soils, Beijing"""," WATER AIR SOIL POLL"
25,"""Effects of urbanization on heavy metal accumulation in surface soils, Beijing"""," GEODERMA"
25,"""Effects of urbanization on heavy metal accumulation in surface soils, Beijing"""," J HAZARD MATER"
25,"""Effects of urbanization on heavy metal accumulation in surface soils, Beijing"""," BACKGR SOIL ENV CHIN"
25,"""Effects of urbanization on heavy metal accumulation in surface soils, Beijing"""," ENVIRON ENG MANAG J"
25,"""Effects of urbanization on heavy metal accumulation in surface soils, Beijing"""," ENVIRON GEOCHEM HLTH"
25,"""Effects of urbanization on heavy metal accumulation in surface soils, Beijing"""," NATURE"
25,"""Effects of urbanization on heavy metal accumulation in surface soils, Beijing"""," J ENVIRON QUAL"
25,"""Effects of urbanization on heavy metal accumulation in surface soils, Beijing"""," ENVIRON POLLUT"
25,"""Effects of urbanization on heavy metal accumulation in surface soils, Beijing"""," SCI TOTAL ENVIRON"
25,"""Effects of urbanization on heavy metal accumulation in surface soils, Beijing"""," J HAZARD MATER"
25,"""Effects of urbanization on heavy metal accumulation in surface soils, Beijing"""," CHEMOSPHERE"
25,"""Effects of urbanization on heavy metal accumulation in surface soils, Beijing"""," ENVIRON POLLUT"
25,"""Effects of urbanization on heavy metal accumulation in surface soils, Beijing"""," ENVIRON POLLUT"
25,"""Effects of urbanization on heavy metal accumulation in surface soils, Beijing"""," J GEOCHEM EXPLOR"
25,"""Effects of urbanization on heavy metal accumulation in surface soils, Beijing"""," AGROENVIRON PROT"
26,"Particulate matter emissions and gaseous air toxic pollutants from commercial meat cooking operations"," ATMOS ENVIRON"
26,"Particulate matter emissions and gaseous air toxic pollutants from commercial meat cooking operations"," ATMOS CHEM PHYS"
26,"Particulate matter emissions and gaseous air toxic pollutants from commercial meat cooking operations"," CHEMOSPHERE"
26,"Particulate matter emissions and gaseous air toxic pollutants from commercial meat cooking operations"," CLIN EXP PHARMACOL P"
26,"Particulate matter emissions and gaseous air toxic pollutants from commercial meat cooking operations"," ATMOS ENVIRON"
26,"Particulate matter emissions and gaseous air toxic pollutants from commercial meat cooking operations"," ATMOS ENVIRON"
26,"Particulate matter emissions and gaseous air toxic pollutants from commercial meat cooking operations"," J AGR FOOD CHEM"
26,"Particulate matter emissions and gaseous air toxic pollutants from commercial meat cooking operations"," ATMOS ENVIRON"
26,"Particulate matter emissions and gaseous air toxic pollutants from commercial meat cooking operations"," ENVIRON SCI TECHNOL"
26,"Particulate matter emissions and gaseous air toxic pollutants from commercial meat cooking operations"," J AIR WASTE MANAGE"
26,"Particulate matter emissions and gaseous air toxic pollutants from commercial meat cooking operations"," J HAZARD MATER"
26,"Particulate matter emissions and gaseous air toxic pollutants from commercial meat cooking operations"," MON SER INT AG RES C"
26,"Particulate matter emissions and gaseous air toxic pollutants from commercial meat cooking operations"," J HAZARD MATER"
26,"Particulate matter emissions and gaseous air toxic pollutants from commercial meat cooking operations"," J NANOPART RES"
26,"Particulate matter emissions and gaseous air toxic pollutants from commercial meat cooking operations"," THESCIENTIFICWORLDJO"
26,"Particulate matter emissions and gaseous air toxic pollutants from commercial meat cooking operations"," MUTAT RES-REV MUTAT"
26,"Particulate matter emissions and gaseous air toxic pollutants from commercial meat cooking operations"," TOXICOL REP"
26,"Particulate matter emissions and gaseous air toxic pollutants from commercial meat cooking operations"," ATMOS RES"
26,"Particulate matter emissions and gaseous air toxic pollutants from commercial meat cooking operations"," J AIR WASTE MANAGE"
26,"Particulate matter emissions and gaseous air toxic pollutants from commercial meat cooking operations"," ATMOS CHEM PHYS"
26,"Particulate matter emissions and gaseous air toxic pollutants from commercial meat cooking operations"," ATMOS ENVIRON"
26,"Particulate matter emissions and gaseous air toxic pollutants from commercial meat cooking operations"," ENVIRON SCI TECHNOL"
26,"Particulate matter emissions and gaseous air toxic pollutants from commercial meat cooking operations"," ENVIRON HEALTH PERSP"
26,"Particulate matter emissions and gaseous air toxic pollutants from commercial meat cooking operations"," J AEROSOL MED"
26,"Particulate matter emissions and gaseous air toxic pollutants from commercial meat cooking operations"," ENVIRON SCI TECHNOL"
26,"Particulate matter emissions and gaseous air toxic pollutants from commercial meat cooking operations"," ENVIRON SCI TECHNOL"
26,"Particulate matter emissions and gaseous air toxic pollutants from commercial meat cooking operations"," FOOD CHEM"
26,"Particulate matter emissions and gaseous air toxic pollutants from commercial meat cooking operations"," ENVIRON SCI TECHNOL"
26,"Particulate matter emissions and gaseous air toxic pollutants from commercial meat cooking operations"," ENVIRON SCI TECHNOL"
26,"Particulate matter emissions and gaseous air toxic pollutants from commercial meat cooking operations"," ATMOS ENVIRON"
26,"Particulate matter emissions and gaseous air toxic pollutants from commercial meat cooking operations"," ENVIRON SCI TECHNOL"
26,"Particulate matter emissions and gaseous air toxic pollutants from commercial meat cooking operations"," ENVIRON HEALTH PERSP"
26,"Particulate matter emissions and gaseous air toxic pollutants from commercial meat cooking operations"," 51 SCAQMD"
26,"Particulate matter emissions and gaseous air toxic pollutants from commercial meat cooking operations"," ATMOS CHEM PHYS"
26,"Particulate matter emissions and gaseous air toxic pollutants from commercial meat cooking operations"," J AEROSOL MED"
26,"Particulate matter emissions and gaseous air toxic pollutants from commercial meat cooking operations"," SCI TOTAL ENVIRON"
26,"Particulate matter emissions and gaseous air toxic pollutants from commercial meat cooking operations"," ANIM BIOL"
26,"Particulate matter emissions and gaseous air toxic pollutants from commercial meat cooking operations"," ENVIRON SCI TECHNOL"
27,"""Occurrence of perfluoroalkyl substances in matched human serum, urine, hair and nail"""," TALANTA"
27,"""Occurrence of perfluoroalkyl substances in matched human serum, urine, hair and nail"""," TOXICOL LETT"
27,"""Occurrence of perfluoroalkyl substances in matched human serum, urine, hair and nail"""," ENVIRON INT"
27,"""Occurrence of perfluoroalkyl substances in matched human serum, urine, hair and nail"""," ENVIRON POLLUT"
27,"""Occurrence of perfluoroalkyl substances in matched human serum, urine, hair and nail"""," J AGR FOOD CHEM"
27,"""Occurrence of perfluoroalkyl substances in matched human serum, urine, hair and nail"""," ENVIRON INT"
27,"""Occurrence of perfluoroalkyl substances in matched human serum, urine, hair and nail"""," ENVIRON INT"
27,"""Occurrence of perfluoroalkyl substances in matched human serum, urine, hair and nail"""," FOOD CHEM"
27,"""Occurrence of perfluoroalkyl substances in matched human serum, urine, hair and nail"""," CHEMOSPHERE"
27,"""Occurrence of perfluoroalkyl substances in matched human serum, urine, hair and nail"""," TOXICOL SCI"
27,"""Occurrence of perfluoroalkyl substances in matched human serum, urine, hair and nail"""," ENVIRON SCI TECHNOL"
27,"""Occurrence of perfluoroalkyl substances in matched human serum, urine, hair and nail"""," BIOCHEM BIOPH RES CO"
27,"""Occurrence of perfluoroalkyl substances in matched human serum, urine, hair and nail"""," REV ENVIRON CONTAM T"
27,"""Occurrence of perfluoroalkyl substances in matched human serum, urine, hair and nail"""," CHEMOSPHERE"
27,"""Occurrence of perfluoroalkyl substances in matched human serum, urine, hair and nail"""," ENV HLTH"
27,"""Occurrence of perfluoroalkyl substances in matched human serum, urine, hair and nail"""," ENVIRON INT"
27,"""Occurrence of perfluoroalkyl substances in matched human serum, urine, hair and nail"""," REPROD TOXICOL"
27,"""Occurrence of perfluoroalkyl substances in matched human serum, urine, hair and nail"""," SCI TOTAL ENVIRON"
27,"""Occurrence of perfluoroalkyl substances in matched human serum, urine, hair and nail"""," TRAC-TREND ANAL CHEM"
27,"""Occurrence of perfluoroalkyl substances in matched human serum, urine, hair and nail"""," TOXICOL SCI"
27,"""Occurrence of perfluoroalkyl substances in matched human serum, urine, hair and nail"""," ENVIRON INT"
27,"""Occurrence of perfluoroalkyl substances in matched human serum, urine, hair and nail"""," J CHROMATOGR A"
27,"""Occurrence of perfluoroalkyl substances in matched human serum, urine, hair and nail"""," ENVIRON INT"
27,"""Occurrence of perfluoroalkyl substances in matched human serum, urine, hair and nail"""," ENVIRON INT"
27,"""Occurrence of perfluoroalkyl substances in matched human serum, urine, hair and nail"""," ENVIRON SCI TECHNOL"
27,"""Occurrence of perfluoroalkyl substances in matched human serum, urine, hair and nail"""," ENVIRON SCI TECHNOL"
27,"""Occurrence of perfluoroalkyl substances in matched human serum, urine, hair and nail"""," ENVIRON SCI TECHNOL"
27,"""Occurrence of perfluoroalkyl substances in matched human serum, urine, hair and nail"""," CHEMOSPHERE"
27,"""Occurrence of perfluoroalkyl substances in matched human serum, urine, hair and nail"""," ANAL BIOANAL CHEM"
27,"""Occurrence of perfluoroalkyl substances in matched human serum, urine, hair and nail"""," CHEMOSPHERE"
27,"""Occurrence of perfluoroalkyl substances in matched human serum, urine, hair and nail"""," ENVIRON INT"
27,"""Occurrence of perfluoroalkyl substances in matched human serum, urine, hair and nail"""," Emerging Contaminants"
27,"""Occurrence of perfluoroalkyl substances in matched human serum, urine, hair and nail"""," STOCKH CONV PERS ORG"
27,"""Occurrence of perfluoroalkyl substances in matched human serum, urine, hair and nail"""," ENVIRON INT"
27,"""Occurrence of perfluoroalkyl substances in matched human serum, urine, hair and nail"""," J HAZARD MATER"
27,"""Occurrence of perfluoroalkyl substances in matched human serum, urine, hair and nail"""," CHEMOSPHERE"
27,"""Occurrence of perfluoroalkyl substances in matched human serum, urine, hair and nail"""," ENVIRON INT"
27,"""Occurrence of perfluoroalkyl substances in matched human serum, urine, hair and nail"""," CHINESE SCI BULL"
27,"""Occurrence of perfluoroalkyl substances in matched human serum, urine, hair and nail"""," CHEMOSPHERE"
27,"""Occurrence of perfluoroalkyl substances in matched human serum, urine, hair and nail"""," ENVIRON SCI POLLUT R"
27,"""Occurrence of perfluoroalkyl substances in matched human serum, urine, hair and nail"""," ENVIRON SCI TECHNOL"
27,"""Occurrence of perfluoroalkyl substances in matched human serum, urine, hair and nail"""," ECOTOX ENVIRON SAFE"
27,"""Occurrence of perfluoroalkyl substances in matched human serum, urine, hair and nail"""," ENVIRON SCI TECHNOL"
27,"""Occurrence of perfluoroalkyl substances in matched human serum, urine, hair and nail"""," ENVIRON INT"
27,"""Occurrence of perfluoroalkyl substances in matched human serum, urine, hair and nail"""," MAR POLLUT BULL"
27,"""Occurrence of perfluoroalkyl substances in matched human serum, urine, hair and nail"""," CHEMOSPHERE"
28,"Competitive effects of humic acid and wastewater on adsorption of Methylene Blue dye by activated carbon and non-imprinted polymers"," J HAZARD MATER"
28,"Competitive effects of humic acid and wastewater on adsorption of Methylene Blue dye by activated carbon and non-imprinted polymers"," ENVIRON HEALTH PERSP"
28,"Competitive effects of humic acid and wastewater on adsorption of Methylene Blue dye by activated carbon and non-imprinted polymers"," STATE SCI ENDOCRINE"
28,"Competitive effects of humic acid and wastewater on adsorption of Methylene Blue dye by activated carbon and non-imprinted polymers"," ENVIRON RES"
28,"Competitive effects of humic acid and wastewater on adsorption of Methylene Blue dye by activated carbon and non-imprinted polymers"," J CHROMATOGR B"
28,"Competitive effects of humic acid and wastewater on adsorption of Methylene Blue dye by activated carbon and non-imprinted polymers"," FRONT ENVIRON SCI EN"
28,"Competitive effects of humic acid and wastewater on adsorption of Methylene Blue dye by activated carbon and non-imprinted polymers"," ENVIRON SCI TECHNOL"
28,"Competitive effects of humic acid and wastewater on adsorption of Methylene Blue dye by activated carbon and non-imprinted polymers"," WATER SUPP"
28,"Competitive effects of humic acid and wastewater on adsorption of Methylene Blue dye by activated carbon and non-imprinted polymers"," TRAC-TREND ANAL CHEM"
28,"Competitive effects of humic acid and wastewater on adsorption of Methylene Blue dye by activated carbon and non-imprinted polymers"," J HAZARD MATER"
28,"Competitive effects of humic acid and wastewater on adsorption of Methylene Blue dye by activated carbon and non-imprinted polymers"," ENVIRON TOXICOL CHEM"
28,"Competitive effects of humic acid and wastewater on adsorption of Methylene Blue dye by activated carbon and non-imprinted polymers"," CHEM ENG J"
28,"Competitive effects of humic acid and wastewater on adsorption of Methylene Blue dye by activated carbon and non-imprinted polymers"," J SEP SCI"
28,"Competitive effects of humic acid and wastewater on adsorption of Methylene Blue dye by activated carbon and non-imprinted polymers"," FISH CONSERVATION GU"
28,"Competitive effects of humic acid and wastewater on adsorption of Methylene Blue dye by activated carbon and non-imprinted polymers"," ENVIRON SCI POLLUT R"
28,"Competitive effects of humic acid and wastewater on adsorption of Methylene Blue dye by activated carbon and non-imprinted polymers"," RSC ADV"
28,"Competitive effects of humic acid and wastewater on adsorption of Methylene Blue dye by activated carbon and non-imprinted polymers"," EL COMP STABL IS RAT"
28,"Competitive effects of humic acid and wastewater on adsorption of Methylene Blue dye by activated carbon and non-imprinted polymers"," J AGR FOOD CHEM"
28,"Competitive effects of humic acid and wastewater on adsorption of Methylene Blue dye by activated carbon and non-imprinted polymers"," WATER RES"
28,"Competitive effects of humic acid and wastewater on adsorption of Methylene Blue dye by activated carbon and non-imprinted polymers"," WATER RES"
28,"Competitive effects of humic acid and wastewater on adsorption of Methylene Blue dye by activated carbon and non-imprinted polymers"," J CHROMATOGR A"
28,"Competitive effects of humic acid and wastewater on adsorption of Methylene Blue dye by activated carbon and non-imprinted polymers"," ENVIRON POLLUT"
28,"Competitive effects of humic acid and wastewater on adsorption of Methylene Blue dye by activated carbon and non-imprinted polymers"," ENVIRON POLLUT"
28,"Competitive effects of humic acid and wastewater on adsorption of Methylene Blue dye by activated carbon and non-imprinted polymers"," J HAZARD MATER"
28,"Competitive effects of humic acid and wastewater on adsorption of Methylene Blue dye by activated carbon and non-imprinted polymers"," TRAC-TREND ANAL CHEM"
28,"Competitive effects of humic acid and wastewater on adsorption of Methylene Blue dye by activated carbon and non-imprinted polymers"," ENVIRON SCI TECHNOL"
28,"Competitive effects of humic acid and wastewater on adsorption of Methylene Blue dye by activated carbon and non-imprinted polymers"," WATER SCI TECHNOL"
28,"Competitive effects of humic acid and wastewater on adsorption of Methylene Blue dye by activated carbon and non-imprinted polymers"," J COLLOID INTERF SCI"
28,"Competitive effects of humic acid and wastewater on adsorption of Methylene Blue dye by activated carbon and non-imprinted polymers"," CARBON"
28,"Competitive effects of humic acid and wastewater on adsorption of Methylene Blue dye by activated carbon and non-imprinted polymers"," CARBON"
28,"Competitive effects of humic acid and wastewater on adsorption of Methylene Blue dye by activated carbon and non-imprinted polymers"," WATER RES"
28,"Competitive effects of humic acid and wastewater on adsorption of Methylene Blue dye by activated carbon and non-imprinted polymers"," CARBON"
28,"Competitive effects of humic acid and wastewater on adsorption of Methylene Blue dye by activated carbon and non-imprinted polymers"," TREATISE GEOCHEMISTR"
28,"Competitive effects of humic acid and wastewater on adsorption of Methylene Blue dye by activated carbon and non-imprinted polymers"," J APPL POLYM SCI"
28,"Competitive effects of humic acid and wastewater on adsorption of Methylene Blue dye by activated carbon and non-imprinted polymers"," WATER RES"
28,"Competitive effects of humic acid and wastewater on adsorption of Methylene Blue dye by activated carbon and non-imprinted polymers"," REPROD TOXICOL"
28,"Competitive effects of humic acid and wastewater on adsorption of Methylene Blue dye by activated carbon and non-imprinted polymers"," ECOTOX ENVIRON SAFE"
28,"Competitive effects of humic acid and wastewater on adsorption of Methylene Blue dye by activated carbon and non-imprinted polymers"," TRAC-TREND ANAL CHEM"
28,"Competitive effects of humic acid and wastewater on adsorption of Methylene Blue dye by activated carbon and non-imprinted polymers"," J COLLOID INTERF SCI"
28,"Competitive effects of humic acid and wastewater on adsorption of Methylene Blue dye by activated carbon and non-imprinted polymers"," BIOSENS BIOELECTRON"
28,"Competitive effects of humic acid and wastewater on adsorption of Methylene Blue dye by activated carbon and non-imprinted polymers"," WATER RES"
28,"Competitive effects of humic acid and wastewater on adsorption of Methylene Blue dye by activated carbon and non-imprinted polymers"," INT J MOL SCI"
28,"Competitive effects of humic acid and wastewater on adsorption of Methylene Blue dye by activated carbon and non-imprinted polymers"," J ENVIRON SCI HEAL C"
28,"Competitive effects of humic acid and wastewater on adsorption of Methylene Blue dye by activated carbon and non-imprinted polymers"," WATER RES"
28,"Competitive effects of humic acid and wastewater on adsorption of Methylene Blue dye by activated carbon and non-imprinted polymers"," WATER RES"
29,"Efficient low-temperature soot combustion by bimetallic Ag-Cu/SBA-15 catalysts"," CATAL TODAY"
29,"Efficient low-temperature soot combustion by bimetallic Ag-Cu/SBA-15 catalysts"," APPL CATAL B-ENVIRON"
29,"Efficient low-temperature soot combustion by bimetallic Ag-Cu/SBA-15 catalysts"," APPL CATAL B-ENVIRON"
29,"Efficient low-temperature soot combustion by bimetallic Ag-Cu/SBA-15 catalysts"," NAT MATER"
29,"Efficient low-temperature soot combustion by bimetallic Ag-Cu/SBA-15 catalysts"," J CATAL"
29,"Efficient low-temperature soot combustion by bimetallic Ag-Cu/SBA-15 catalysts"," CATAL TODAY"
29,"Efficient low-temperature soot combustion by bimetallic Ag-Cu/SBA-15 catalysts"," J CHEM SOC FARADAY T"
29,"Efficient low-temperature soot combustion by bimetallic Ag-Cu/SBA-15 catalysts"," J PHYS CHEM C"
29,"Efficient low-temperature soot combustion by bimetallic Ag-Cu/SBA-15 catalysts"," J CATAL"
29,"Efficient low-temperature soot combustion by bimetallic Ag-Cu/SBA-15 catalysts"," J AM CHEM SOC"
29,"Efficient low-temperature soot combustion by bimetallic Ag-Cu/SBA-15 catalysts"," CATAL TODAY"
29,"Efficient low-temperature soot combustion by bimetallic Ag-Cu/SBA-15 catalysts"," CHEM COMMUN"
29,"Efficient low-temperature soot combustion by bimetallic Ag-Cu/SBA-15 catalysts"," B CHEM SOC JPN"
29,"Efficient low-temperature soot combustion by bimetallic Ag-Cu/SBA-15 catalysts"," APPL CATAL B-ENVIRON"
29,"Efficient low-temperature soot combustion by bimetallic Ag-Cu/SBA-15 catalysts"," CATAL SCI TECHNOL"
29,"Efficient low-temperature soot combustion by bimetallic Ag-Cu/SBA-15 catalysts"," APPL CATAL B-ENVIRON"
29,"Efficient low-temperature soot combustion by bimetallic Ag-Cu/SBA-15 catalysts"," APPL CATAL B-ENVIRON"
29,"Efficient low-temperature soot combustion by bimetallic Ag-Cu/SBA-15 catalysts"," APPL CATAL B-ENVIRON"
29,"Efficient low-temperature soot combustion by bimetallic Ag-Cu/SBA-15 catalysts"," CRYSTENGCOMM"
29,"Efficient low-temperature soot combustion by bimetallic Ag-Cu/SBA-15 catalysts"," CATAL SCI TECHNOL"
29,"Efficient low-temperature soot combustion by bimetallic Ag-Cu/SBA-15 catalysts"," CATAL TODAY"
29,"Efficient low-temperature soot combustion by bimetallic Ag-Cu/SBA-15 catalysts"," ENERG ENVIRON SCI"
29,"Efficient low-temperature soot combustion by bimetallic Ag-Cu/SBA-15 catalysts"," J CATAL"
29,"Efficient low-temperature soot combustion by bimetallic Ag-Cu/SBA-15 catalysts"," J AM CHEM SOC"
29,"Efficient low-temperature soot combustion by bimetallic Ag-Cu/SBA-15 catalysts"," J CATAL"
29,"Efficient low-temperature soot combustion by bimetallic Ag-Cu/SBA-15 catalysts"," APPL CATAL A-GEN"
29,"Efficient low-temperature soot combustion by bimetallic Ag-Cu/SBA-15 catalysts"," J MATER CHEM A"
30,"Insights into sludge granulation during anaerobic treatment of high-strength leachate via a full-scale IC reactor with external circulation system"," APPL MICROBIOL BIOT"
30,"Insights into sludge granulation during anaerobic treatment of high-strength leachate via a full-scale IC reactor with external circulation system"," BBA-BIOMEMBRANES"
30,"Insights into sludge granulation during anaerobic treatment of high-strength leachate via a full-scale IC reactor with external circulation system"," STANDARD METHODS EXA"
30,"Insights into sludge granulation during anaerobic treatment of high-strength leachate via a full-scale IC reactor with external circulation system"," WATER RES"
30,"Insights into sludge granulation during anaerobic treatment of high-strength leachate via a full-scale IC reactor with external circulation system"," Q REV BIOPHYS"
30,"Insights into sludge granulation during anaerobic treatment of high-strength leachate via a full-scale IC reactor with external circulation system"," PROG BIOPHYS MOL BIO"
30,"Insights into sludge granulation during anaerobic treatment of high-strength leachate via a full-scale IC reactor with external circulation system"," J HAZARD MATER"
30,"Insights into sludge granulation during anaerobic treatment of high-strength leachate via a full-scale IC reactor with external circulation system"," DESALINATION"
30,"Insights into sludge granulation during anaerobic treatment of high-strength leachate via a full-scale IC reactor with external circulation system"," WASTE MANAGE"
30,"Insights into sludge granulation during anaerobic treatment of high-strength leachate via a full-scale IC reactor with external circulation system"," ENVIRON SCI TECHNOL"
30,"Insights into sludge granulation during anaerobic treatment of high-strength leachate via a full-scale IC reactor with external circulation system"," J ENVIRON ENG"
30,"Insights into sludge granulation during anaerobic treatment of high-strength leachate via a full-scale IC reactor with external circulation system"," BIORESOURCE TECHNOL"
30,"Insights into sludge granulation during anaerobic treatment of high-strength leachate via a full-scale IC reactor with external circulation system"," PROCEDIA ENVIRON SCI"
30,"Insights into sludge granulation during anaerobic treatment of high-strength leachate via a full-scale IC reactor with external circulation system"," APPL MICROBIOL BIOT"
30,"Insights into sludge granulation during anaerobic treatment of high-strength leachate via a full-scale IC reactor with external circulation system"," WATER RES"
30,"Insights into sludge granulation during anaerobic treatment of high-strength leachate via a full-scale IC reactor with external circulation system"," APPL MICROBIOL BIOT"
30,"Insights into sludge granulation during anaerobic treatment of high-strength leachate via a full-scale IC reactor with external circulation system"," WATER RES"
30,"Insights into sludge granulation during anaerobic treatment of high-strength leachate via a full-scale IC reactor with external circulation system"," WATER RES"
30,"Insights into sludge granulation during anaerobic treatment of high-strength leachate via a full-scale IC reactor with external circulation system"," WATER RES"
30,"Insights into sludge granulation during anaerobic treatment of high-strength leachate via a full-scale IC reactor with external circulation system"," J CHEM TECHNOL BIOT"
30,"Insights into sludge granulation during anaerobic treatment of high-strength leachate via a full-scale IC reactor with external circulation system"," WASTE MANAGE"
30,"Insights into sludge granulation during anaerobic treatment of high-strength leachate via a full-scale IC reactor with external circulation system"," J SHANGHAI UNIV"
30,"Insights into sludge granulation during anaerobic treatment of high-strength leachate via a full-scale IC reactor with external circulation system"," WATER RES"
30,"Insights into sludge granulation during anaerobic treatment of high-strength leachate via a full-scale IC reactor with external circulation system"," BIOTECHNOL ADV"
30,"Insights into sludge granulation during anaerobic treatment of high-strength leachate via a full-scale IC reactor with external circulation system"," ENZYME MICROB TECH"
30,"Insights into sludge granulation during anaerobic treatment of high-strength leachate via a full-scale IC reactor with external circulation system"," RENEW SUST ENERG REV"
30,"Insights into sludge granulation during anaerobic treatment of high-strength leachate via a full-scale IC reactor with external circulation system"," BIORESOURCE TECHNOL"
30,"Insights into sludge granulation during anaerobic treatment of high-strength leachate via a full-scale IC reactor with external circulation system"," BIORESOURCE TECHNOL"
30,"Insights into sludge granulation during anaerobic treatment of high-strength leachate via a full-scale IC reactor with external circulation system"," J HAZARD MATER"
30,"Insights into sludge granulation during anaerobic treatment of high-strength leachate via a full-scale IC reactor with external circulation system"," WATER RES"
30,"Insights into sludge granulation during anaerobic treatment of high-strength leachate via a full-scale IC reactor with external circulation system"," FEMS MICROBIOL LETT"
30,"Insights into sludge granulation during anaerobic treatment of high-strength leachate via a full-scale IC reactor with external circulation system"," BIOTECHNOL BIOENG"
30,"Insights into sludge granulation during anaerobic treatment of high-strength leachate via a full-scale IC reactor with external circulation system",NA
30,"Insights into sludge granulation during anaerobic treatment of high-strength leachate via a full-scale IC reactor with external circulation system"," PROCESS BIOCHEM"
30,"Insights into sludge granulation during anaerobic treatment of high-strength leachate via a full-scale IC reactor with external circulation system"," ENVIRON TECHNOL"
30,"Insights into sludge granulation during anaerobic treatment of high-strength leachate via a full-scale IC reactor with external circulation system"," BIOSYST ENG"
30,"Insights into sludge granulation during anaerobic treatment of high-strength leachate via a full-scale IC reactor with external circulation system"," Huanjing Kexue"
30,"Insights into sludge granulation during anaerobic treatment of high-strength leachate via a full-scale IC reactor with external circulation system"," ENVIRON TECHNOL"
30,"Insights into sludge granulation during anaerobic treatment of high-strength leachate via a full-scale IC reactor with external circulation system"," J HAZARD MATER"
