"uid","article","citedjournal"
10,"Why are Material Efficiency Solutions a Limited Part of the Climate Policy Agenda? An application of the Multiple Streams Framework to UK policy on CO2 emissions from cars"," CLIMATE CHANGE 2014"
10,"Why are Material Efficiency Solutions a Limited Part of the Climate Policy Agenda? An application of the Multiple Streams Framework to UK policy on CO2 emissions from cars"," BUILD RES INF"
10,"Why are Material Efficiency Solutions a Limited Part of the Climate Policy Agenda? An application of the Multiple Streams Framework to UK policy on CO2 emissions from cars"," POLICY STUD J"
10,"Why are Material Efficiency Solutions a Limited Part of the Climate Policy Agenda? An application of the Multiple Streams Framework to UK policy on CO2 emissions from cars"," ENVIRON POLICY GOV"
10,"Why are Material Efficiency Solutions a Limited Part of the Climate Policy Agenda? An application of the Multiple Streams Framework to UK policy on CO2 emissions from cars"," AGENDAS ALTERNATIVES"
10,"Why are Material Efficiency Solutions a Limited Part of the Climate Policy Agenda? An application of the Multiple Streams Framework to UK policy on CO2 emissions from cars"," CLIMATIC CHANGE"
10,"Why are Material Efficiency Solutions a Limited Part of the Climate Policy Agenda? An application of the Multiple Streams Framework to UK policy on CO2 emissions from cars"," DECISION PROCESS 7 C"
10,"Why are Material Efficiency Solutions a Limited Part of the Climate Policy Agenda? An application of the Multiple Streams Framework to UK policy on CO2 emissions from cars"," GLOBAL ENVIRON CHANG"
10,"Why are Material Efficiency Solutions a Limited Part of the Climate Policy Agenda? An application of the Multiple Streams Framework to UK policy on CO2 emissions from cars"," ENVIRON SCI TECHNOL"
10,"Why are Material Efficiency Solutions a Limited Part of the Climate Policy Agenda? An application of the Multiple Streams Framework to UK policy on CO2 emissions from cars"," SUST AUT UND CAR NAT"
10,"Why are Material Efficiency Solutions a Limited Part of the Climate Policy Agenda? An application of the Multiple Streams Framework to UK policy on CO2 emissions from cars"," DRIV FUT TOD START U"
10,"Why are Material Efficiency Solutions a Limited Part of the Climate Policy Agenda? An application of the Multiple Streams Framework to UK policy on CO2 emissions from cars"," MAT CONS UK 2000 201"
10,"Why are Material Efficiency Solutions a Limited Part of the Climate Policy Agenda? An application of the Multiple Streams Framework to UK policy on CO2 emissions from cars"," CLIM POLICY"
10,"Why are Material Efficiency Solutions a Limited Part of the Climate Policy Agenda? An application of the Multiple Streams Framework to UK policy on CO2 emissions from cars"," ENVIRON POLIT"
10,"Why are Material Efficiency Solutions a Limited Part of the Climate Policy Agenda? An application of the Multiple Streams Framework to UK policy on CO2 emissions from cars"," POLICY CHANGE LEARNI"
10,"Why are Material Efficiency Solutions a Limited Part of the Climate Policy Agenda? An application of the Multiple Streams Framework to UK policy on CO2 emissions from cars"," RESOUR CONSERV RECY"
10,"Why are Material Efficiency Solutions a Limited Part of the Climate Policy Agenda? An application of the Multiple Streams Framework to UK policy on CO2 emissions from cars"," FOREST POLICY ECON"
10,"Why are Material Efficiency Solutions a Limited Part of the Climate Policy Agenda? An application of the Multiple Streams Framework to UK policy on CO2 emissions from cars"," CAR CLUB STRAT LOND"
10,"Why are Material Efficiency Solutions a Limited Part of the Climate Policy Agenda? An application of the Multiple Streams Framework to UK policy on CO2 emissions from cars"," ENVIRON POLICY GOV"
10,"Why are Material Efficiency Solutions a Limited Part of the Climate Policy Agenda? An application of the Multiple Streams Framework to UK policy on CO2 emissions from cars"," THEORIES POLICY PROC"
10,"Why are Material Efficiency Solutions a Limited Part of the Climate Policy Agenda? An application of the Multiple Streams Framework to UK policy on CO2 emissions from cars"," AUTOMOTIVE IND ERA E"
10,"Why are Material Efficiency Solutions a Limited Part of the Climate Policy Agenda? An application of the Multiple Streams Framework to UK policy on CO2 emissions from cars"," ENVIRON PLANN C"
10,"Why are Material Efficiency Solutions a Limited Part of the Climate Policy Agenda? An application of the Multiple Streams Framework to UK policy on CO2 emissions from cars"," THEORIES POLICY PROC"""
11,"Toward comparative institutional analysis of polycentric social-ecological systems governance"," ENVIRON DEV"
11,"Toward comparative institutional analysis of polycentric social-ecological systems governance"," ORG LOC PUBL EC"
11,"Toward comparative institutional analysis of polycentric social-ecological systems governance"," PUBLIUS J FEDERALISM"
11,"Toward comparative institutional analysis of polycentric social-ecological systems governance"," WORLD DEV"
11,"Toward comparative institutional analysis of polycentric social-ecological systems governance"," GOVERNANCE"
11,"Toward comparative institutional analysis of polycentric social-ecological systems governance"," ECOL SOC"
11,"Toward comparative institutional analysis of polycentric social-ecological systems governance"," POLICY STUD J"
11,"Toward comparative institutional analysis of polycentric social-ecological systems governance"," POLICY SCI"
11,"Toward comparative institutional analysis of polycentric social-ecological systems governance"," J I THEORETICAL EC J"
11,"Toward comparative institutional analysis of polycentric social-ecological systems governance"," GCB BIOENERGY"
11,"Toward comparative institutional analysis of polycentric social-ecological systems governance"," BIOFUELS-UK"
11,"Toward comparative institutional analysis of polycentric social-ecological systems governance"," J EXP MAR BIOL ECOL"
11,"Toward comparative institutional analysis of polycentric social-ecological systems governance"," GLOBAL ENVIRON CHANG"
11,"Toward comparative institutional analysis of polycentric social-ecological systems governance"," CARROTS STICKS SERMO"
11,"Toward comparative institutional analysis of polycentric social-ecological systems governance"," PUBLIC ADMIN REV"
11,"Toward comparative institutional analysis of polycentric social-ecological systems governance"," ENVIRON PLANN C"
11,"Toward comparative institutional analysis of polycentric social-ecological systems governance"," CAN WILLIAMSONS ANAL"
11,"Toward comparative institutional analysis of polycentric social-ecological systems governance"," E OSTROM BLOOMINTON"
11,"Toward comparative institutional analysis of polycentric social-ecological systems governance"," SSRN ELECT J"
11,"Toward comparative institutional analysis of polycentric social-ecological systems governance"," NAT CLIM CHANGE"
11,"Toward comparative institutional analysis of polycentric social-ecological systems governance"," ANN ASSOC AM GEOGR"
11,"Toward comparative institutional analysis of polycentric social-ecological systems governance"," GOVERNING STANDARDS"
11,"Toward comparative institutional analysis of polycentric social-ecological systems governance"," ENVIRON POLIT"
11,"Toward comparative institutional analysis of polycentric social-ecological systems governance"," OFFICIAL J EUROPEA L"
11,"Toward comparative institutional analysis of polycentric social-ecological systems governance"," 182016 ECA"
11,"Toward comparative institutional analysis of polycentric social-ecological systems governance"," MEM CERT SCHEM BIOF"
11,"Toward comparative institutional analysis of polycentric social-ecological systems governance"," ENV COOPERATION I CH"
11,"Toward comparative institutional analysis of polycentric social-ecological systems governance"," SCIENCE"
11,"Toward comparative institutional analysis of polycentric social-ecological systems governance"," DEV PRACT"
11,"Toward comparative institutional analysis of polycentric social-ecological systems governance"," MARKTVERSAGEN WIRTSC"
11,"Toward comparative institutional analysis of polycentric social-ecological systems governance"," INHALTSANALYSE THEOR"
11,"Toward comparative institutional analysis of polycentric social-ecological systems governance"," ECOL ECON"
11,"Toward comparative institutional analysis of polycentric social-ecological systems governance"," AM POLIT SCI REV"
11,"Toward comparative institutional analysis of polycentric social-ecological systems governance"," Environmental co-operation and institutional change: theories and policies for European agriculture"
11,"Toward comparative institutional analysis of polycentric social-ecological systems governance"," EUR REV AGRIC ECON"
11,"Toward comparative institutional analysis of polycentric social-ecological systems governance"," POLICY STUD J"
11,"Toward comparative institutional analysis of polycentric social-ecological systems governance"," MULTILEVEL GOVERNANC"
11,"Toward comparative institutional analysis of polycentric social-ecological systems governance"," ECOL SOC"
11,"Toward comparative institutional analysis of polycentric social-ecological systems governance"," ENV GOVERNANCE EUROP"
11,"Toward comparative institutional analysis of polycentric social-ecological systems governance"," NAT CLIM CHANGE"
11,"Toward comparative institutional analysis of polycentric social-ecological systems governance"," SCAND POLIT STUD"
11,"Toward comparative institutional analysis of polycentric social-ecological systems governance"," WATER RESOUR MANAG"
11,"Toward comparative institutional analysis of polycentric social-ecological systems governance"," GEOFORUM"
11,"Toward comparative institutional analysis of polycentric social-ecological systems governance"," ECOSYSTEMS"
11,"Toward comparative institutional analysis of polycentric social-ecological systems governance"," REV INT POLIT ECON"
11,"Toward comparative institutional analysis of polycentric social-ecological systems governance"," POLICY STUD J"
11,"Toward comparative institutional analysis of polycentric social-ecological systems governance"," AM J POLIT SCI"
11,"Toward comparative institutional analysis of polycentric social-ecological systems governance"," CERTIFIABLY SUSTAINA"
11,"Toward comparative institutional analysis of polycentric social-ecological systems governance"," ECOL ECON"
11,"Toward comparative institutional analysis of polycentric social-ecological systems governance"," COSTS CHALLENGES POL"
11,"Toward comparative institutional analysis of polycentric social-ecological systems governance"," POLYCENTRIC GOVERNAN"
11,"Toward comparative institutional analysis of polycentric social-ecological systems governance"," POLICY STUD J"
11,"Toward comparative institutional analysis of polycentric social-ecological systems governance"," BIOFUEL SUSTAINABILI"
11,"Toward comparative institutional analysis of polycentric social-ecological systems governance"," ENV POLITICS GOVERNA"
11,"Toward comparative institutional analysis of polycentric social-ecological systems governance"," PUBLIC CHOICE"
11,"Toward comparative institutional analysis of polycentric social-ecological systems governance"," ENVIRON MANAGE"
11,"Toward comparative institutional analysis of polycentric social-ecological systems governance"," POLICY STUD J"
11,"Toward comparative institutional analysis of polycentric social-ecological systems governance"," LOGIC COLLECTIVE ACT"
11,"Toward comparative institutional analysis of polycentric social-ecological systems governance"," PUBLIUS J FEDERALISM"
11,"Toward comparative institutional analysis of polycentric social-ecological systems governance"," UNDERSTANDING INSTITUTIONAL DIVERSITY"
11,"Toward comparative institutional analysis of polycentric social-ecological systems governance"," POLYCENTRICITY LOCAL"
11,"Toward comparative institutional analysis of polycentric social-ecological systems governance"," OXFORD HDB COMP POLI"
11,"Toward comparative institutional analysis of polycentric social-ecological systems governance"," GLOBAL ENVIRON CHANG"
11,"Toward comparative institutional analysis of polycentric social-ecological systems governance"," SCIENCE"
11,"Toward comparative institutional analysis of polycentric social-ecological systems governance"," NAT RESOUR J"
11,"Toward comparative institutional analysis of polycentric social-ecological systems governance"," AM POLIT SCI REV"
11,"Toward comparative institutional analysis of polycentric social-ecological systems governance"," STRUGGLE CONSTITUTE"
11,"Toward comparative institutional analysis of polycentric social-ecological systems governance"," POLYCENTRIC GOVERNAN"
11,"Toward comparative institutional analysis of polycentric social-ecological systems governance"," POLYCENTRICITY LOCAL"
11,"Toward comparative institutional analysis of polycentric social-ecological systems governance"," E OSTROM BLOOMINGTON"
11,"Toward comparative institutional analysis of polycentric social-ecological systems governance"," POLYCENTRICITY LOCAL"
11,"Toward comparative institutional analysis of polycentric social-ecological systems governance"," ECOL ECON"
11,"Toward comparative institutional analysis of polycentric social-ecological systems governance"," GLOBAL ENVIRON CHANG"
11,"Toward comparative institutional analysis of polycentric social-ecological systems governance"," ENVIRON POLIT"
11,"Toward comparative institutional analysis of polycentric social-ecological systems governance"," GEOFORUM"
11,"Toward comparative institutional analysis of polycentric social-ecological systems governance"," ANNU REV POLIT SCI"
11,"Toward comparative institutional analysis of polycentric social-ecological systems governance"," ECOL ECON"
11,"Toward comparative institutional analysis of polycentric social-ecological systems governance"," GAMES REAL ACTORS PL"
11,"Toward comparative institutional analysis of polycentric social-ecological systems governance"," LAND ECON"
11,"Toward comparative institutional analysis of polycentric social-ecological systems governance"," EMBRACING WATERSHED POLITICS"
11,"Toward comparative institutional analysis of polycentric social-ecological systems governance"," LAND ECON"
11,"Toward comparative institutional analysis of polycentric social-ecological systems governance"," REGUL GOV"
11,"Toward comparative institutional analysis of polycentric social-ecological systems governance"," SCIENCE"
11,"Toward comparative institutional analysis of polycentric social-ecological systems governance"," AM ECON REV"
11,"Toward comparative institutional analysis of polycentric social-ecological systems governance"," J SELF GOVERNANCE MA"
11,"Toward comparative institutional analysis of polycentric social-ecological systems governance"," ECOL ECON"
11,"Toward comparative institutional analysis of polycentric social-ecological systems governance"," ENVIRON POLICY GOV"
11,"Toward comparative institutional analysis of polycentric social-ecological systems governance"," RENEW SUST ENERG REV"
11,"Toward comparative institutional analysis of polycentric social-ecological systems governance"," RES AGENDA POLYCENTR"
11,"Toward comparative institutional analysis of polycentric social-ecological systems governance"," EUR REV AGRIC ECON"
11,"Toward comparative institutional analysis of polycentric social-ecological systems governance"," ENVIRON DEV"
11,"Toward comparative institutional analysis of polycentric social-ecological systems governance"," ADMIN SCI QUART"
12,"Polycentricity in the water-energy nexus: A comparison of polycentric governance traits and implications for adaptive capacity of water user associations in Spain"," ACAD MANAGEMENT P"
12,"Polycentricity in the water-energy nexus: A comparison of polycentric governance traits and implications for adaptive capacity of water user associations in Spain"," GOVERNANCE"
12,"Polycentricity in the water-energy nexus: A comparison of polycentric governance traits and implications for adaptive capacity of water user associations in Spain"," POLICY SCI"
12,"Polycentricity in the water-energy nexus: A comparison of polycentric governance traits and implications for adaptive capacity of water user associations in Spain"," PAIS"
12,"Polycentricity in the water-energy nexus: A comparison of polycentric governance traits and implications for adaptive capacity of water user associations in Spain"," REGADIO ENCRUCIJADA"
12,"Polycentricity in the water-energy nexus: A comparison of polycentric governance traits and implications for adaptive capacity of water user associations in Spain"," GOVERNANCE"
12,"Polycentricity in the water-energy nexus: A comparison of polycentric governance traits and implications for adaptive capacity of water user associations in Spain"," ECOL SOC"
12,"Polycentricity in the water-energy nexus: A comparison of polycentric governance traits and implications for adaptive capacity of water user associations in Spain"," WATER ALTERN"
12,"Polycentricity in the water-energy nexus: A comparison of polycentric governance traits and implications for adaptive capacity of water user associations in Spain"," 13 C COM REG HUELV S"
12,"Polycentricity in the water-energy nexus: A comparison of polycentric governance traits and implications for adaptive capacity of water user associations in Spain"," WATER RESOUR MANAG"
12,"Polycentricity in the water-energy nexus: A comparison of polycentric governance traits and implications for adaptive capacity of water user associations in Spain"," POLICY RES WORKING P"
12,"Polycentricity in the water-energy nexus: A comparison of polycentric governance traits and implications for adaptive capacity of water user associations in Spain"," B OFICIAL ESTADO"
12,"Polycentricity in the water-energy nexus: A comparison of polycentric governance traits and implications for adaptive capacity of water user associations in Spain"," POLICY STUD J"
12,"Polycentricity in the water-energy nexus: A comparison of polycentric governance traits and implications for adaptive capacity of water user associations in Spain"," INF SOC DEC 2001 201"
12,"Polycentricity in the water-energy nexus: A comparison of polycentric governance traits and implications for adaptive capacity of water user associations in Spain"," LIST COM EN EL"
12,"Polycentricity in the water-energy nexus: A comparison of polycentric governance traits and implications for adaptive capacity of water user associations in Spain"," ECOL SOC"
12,"Polycentricity in the water-energy nexus: A comparison of polycentric governance traits and implications for adaptive capacity of water user associations in Spain"," BOEA201313645"
12,"Polycentricity in the water-energy nexus: A comparison of polycentric governance traits and implications for adaptive capacity of water user associations in Spain"," J ENVIRON MANAGE"
12,"Polycentricity in the water-energy nexus: A comparison of polycentric governance traits and implications for adaptive capacity of water user associations in Spain"," AQUAT PR"
12,"Polycentricity in the water-energy nexus: A comparison of polycentric governance traits and implications for adaptive capacity of water user associations in Spain"," BEST PRACT REN EN SE"
12,"Polycentricity in the water-energy nexus: A comparison of polycentric governance traits and implications for adaptive capacity of water user associations in Spain"," 6 3 AN BEN SECT EL"
12,"Polycentricity in the water-energy nexus: A comparison of polycentric governance traits and implications for adaptive capacity of water user associations in Spain"," 2 NORM MAN EN EN SOC"
12,"Polycentricity in the water-energy nexus: A comparison of polycentric governance traits and implications for adaptive capacity of water user associations in Spain"," FEN CREA CENTR COMPR"
12,"Polycentricity in the water-energy nexus: A comparison of polycentric governance traits and implications for adaptive capacity of water user associations in Spain"," SCIRE"
12,"Polycentricity in the water-energy nexus: A comparison of polycentric governance traits and implications for adaptive capacity of water user associations in Spain"," ECOL ECON"
12,"Polycentricity in the water-energy nexus: A comparison of polycentric governance traits and implications for adaptive capacity of water user associations in Spain"," SUBIDA TARIFAS ELECT"
12,"Polycentricity in the water-energy nexus: A comparison of polycentric governance traits and implications for adaptive capacity of water user associations in Spain"," COMPETENCIA MULTA GR"
12,"Polycentricity in the water-energy nexus: A comparison of polycentric governance traits and implications for adaptive capacity of water user associations in Spain"," ENVIRON SCI POLICY"
12,"Polycentricity in the water-energy nexus: A comparison of polycentric governance traits and implications for adaptive capacity of water user associations in Spain"," INT J WATER RESOUR D"
12,"Polycentricity in the water-energy nexus: A comparison of polycentric governance traits and implications for adaptive capacity of water user associations in Spain"," SEQUIA 2005 2008 CUE"
12,"Polycentricity in the water-energy nexus: A comparison of polycentric governance traits and implications for adaptive capacity of water user associations in Spain"," ECOL SOC"
12,"Polycentricity in the water-energy nexus: A comparison of polycentric governance traits and implications for adaptive capacity of water user associations in Spain"," AM POLIT SCI REV"
12,"Polycentricity in the water-energy nexus: A comparison of polycentric governance traits and implications for adaptive capacity of water user associations in Spain"," ECOL SOC"
12,"Polycentricity in the water-energy nexus: A comparison of polycentric governance traits and implications for adaptive capacity of water user associations in Spain"," ECOL ECON"
12,"Polycentricity in the water-energy nexus: A comparison of polycentric governance traits and implications for adaptive capacity of water user associations in Spain"," AGR WATER MANAGE"
12,"Polycentricity in the water-energy nexus: A comparison of polycentric governance traits and implications for adaptive capacity of water user associations in Spain"," WATER AGR ENV SPAIN"
12,"Polycentricity in the water-energy nexus: A comparison of polycentric governance traits and implications for adaptive capacity of water user associations in Spain"," ACT REG AG"
12,"Polycentricity in the water-energy nexus: A comparison of polycentric governance traits and implications for adaptive capacity of water user associations in Spain"," PLAN NAC REG HOR 200"
12,"Polycentricity in the water-energy nexus: A comparison of polycentric governance traits and implications for adaptive capacity of water user associations in Spain"," WORKSH POL OSTR WORK"
12,"Polycentricity in the water-energy nexus: A comparison of polycentric governance traits and implications for adaptive capacity of water user associations in Spain"," INT J COMMONS"
12,"Polycentricity in the water-energy nexus: A comparison of polycentric governance traits and implications for adaptive capacity of water user associations in Spain"," WATER INT"
12,"Polycentricity in the water-energy nexus: A comparison of polycentric governance traits and implications for adaptive capacity of water user associations in Spain"," POLICY STUD J"
12,"Polycentricity in the water-energy nexus: A comparison of polycentric governance traits and implications for adaptive capacity of water user associations in Spain"," POLYCENTRIC GOVERNAN"
12,"Polycentricity in the water-energy nexus: A comparison of polycentric governance traits and implications for adaptive capacity of water user associations in Spain"," PLAN EN PLAN DAS RED"
12,"Polycentricity in the water-energy nexus: A comparison of polycentric governance traits and implications for adaptive capacity of water user associations in Spain"," WIRES CLIM CHANGE"
12,"Polycentricity in the water-energy nexus: A comparison of polycentric governance traits and implications for adaptive capacity of water user associations in Spain"," I INCENTIVES SUSTAIN"
12,"Polycentricity in the water-energy nexus: A comparison of polycentric governance traits and implications for adaptive capacity of water user associations in Spain"," GOVERNING COMMONS"
12,"Polycentricity in the water-energy nexus: A comparison of polycentric governance traits and implications for adaptive capacity of water user associations in Spain"," GLOBAL ENVIRON CHANG"
12,"Polycentricity in the water-energy nexus: A comparison of polycentric governance traits and implications for adaptive capacity of water user associations in Spain"," AM POLIT SCI REV"
12,"Polycentricity in the water-energy nexus: A comparison of polycentric governance traits and implications for adaptive capacity of water user associations in Spain"," EC SOC"
12,"Polycentricity in the water-energy nexus: A comparison of polycentric governance traits and implications for adaptive capacity of water user associations in Spain"," EUROPA REPROCHA ESPA"
12,"Polycentricity in the water-energy nexus: A comparison of polycentric governance traits and implications for adaptive capacity of water user associations in Spain"," ITE FENACORE FIRM CO"
12,"Polycentricity in the water-energy nexus: A comparison of polycentric governance traits and implications for adaptive capacity of water user associations in Spain"," I DIVERSIFICACION AH"
12,"Polycentricity in the water-energy nexus: A comparison of polycentric governance traits and implications for adaptive capacity of water user associations in Spain"," DIRECTRICES MINIMIZA"
12,"Polycentricity in the water-energy nexus: A comparison of polycentric governance traits and implications for adaptive capacity of water user associations in Spain"," FUT POW SYST 2005 I"
12,"Polycentricity in the water-energy nexus: A comparison of polycentric governance traits and implications for adaptive capacity of water user associations in Spain"," MEM 2012"
12,"Polycentricity in the water-energy nexus: A comparison of polycentric governance traits and implications for adaptive capacity of water user associations in Spain"," MEM 2008"
12,"Polycentricity in the water-energy nexus: A comparison of polycentric governance traits and implications for adaptive capacity of water user associations in Spain"," MEM 2009"
12,"Polycentricity in the water-energy nexus: A comparison of polycentric governance traits and implications for adaptive capacity of water user associations in Spain"," MEM 2016"
12,"Polycentricity in the water-energy nexus: A comparison of polycentric governance traits and implications for adaptive capacity of water user associations in Spain"," ENERG POLICY"
12,"Polycentricity in the water-energy nexus: A comparison of polycentric governance traits and implications for adaptive capacity of water user associations in Spain"," ENERG POLICY"
12,"Polycentricity in the water-energy nexus: A comparison of polycentric governance traits and implications for adaptive capacity of water user associations in Spain"," CONFEDERACION EBRO F"
12,"Polycentricity in the water-energy nexus: A comparison of polycentric governance traits and implications for adaptive capacity of water user associations in Spain"," COMPETITION FOR WATER RESOURCES: EXPERIENCES AND MANAGEMENT APPROACHES IN THE US AND EUROPE"
12,"Polycentricity in the water-energy nexus: A comparison of polycentric governance traits and implications for adaptive capacity of water user associations in Spain"," J I ECON"
12,"Polycentricity in the water-energy nexus: A comparison of polycentric governance traits and implications for adaptive capacity of water user associations in Spain"," WATER ALTERN"
12,"Polycentricity in the water-energy nexus: A comparison of polycentric governance traits and implications for adaptive capacity of water user associations in Spain"," ECOL ECON"
12,"Polycentricity in the water-energy nexus: A comparison of polycentric governance traits and implications for adaptive capacity of water user associations in Spain"," J ECON PERSPECT"
12,"Polycentricity in the water-energy nexus: A comparison of polycentric governance traits and implications for adaptive capacity of water user associations in Spain"," DRAMA COMMONS"""
13,"Municipalities as Frontrunners in Mitigation of Climate Change: Does soft regulation make a difference?"," 72009 VF"
13,"Municipalities as Frontrunners in Mitigation of Climate Change: Does soft regulation make a difference?"," SKAPTE VIRKELIGHETER"
13,"Municipalities as Frontrunners in Mitigation of Climate Change: Does soft regulation make a difference?"," ENERG EFFIC"
13,"Municipalities as Frontrunners in Mitigation of Climate Change: Does soft regulation make a difference?"," OXFORD HDB LOCAL REG"
13,"Municipalities as Frontrunners in Mitigation of Climate Change: Does soft regulation make a difference?"," 200813 NIBR"
13,"Municipalities as Frontrunners in Mitigation of Climate Change: Does soft regulation make a difference?"," REGUL GOV"
13,"Municipalities as Frontrunners in Mitigation of Climate Change: Does soft regulation make a difference?"," GOVERNANCE FOR SUSTAINABLE DEVELOPMENT: THE CHALLENGE OF ADAPTING FORM TO FUNCTION"
13,"Municipalities as Frontrunners in Mitigation of Climate Change: Does soft regulation make a difference?"," URBAN STUD"
13,"Municipalities as Frontrunners in Mitigation of Climate Change: Does soft regulation make a difference?"," CHANGING GOVT RELATI"
13,"Municipalities as Frontrunners in Mitigation of Climate Change: Does soft regulation make a difference?"," SCANDINAVIAN POLITIC"
13,"Municipalities as Frontrunners in Mitigation of Climate Change: Does soft regulation make a difference?"," OXFORD HDB POLITICAL"
13,"Municipalities as Frontrunners in Mitigation of Climate Change: Does soft regulation make a difference?"," TRANSPORT REV"
13,"Municipalities as Frontrunners in Mitigation of Climate Change: Does soft regulation make a difference?"," 201007 NIBR"
13,"Municipalities as Frontrunners in Mitigation of Climate Change: Does soft regulation make a difference?"," ORGAN STUD"
13,"Municipalities as Frontrunners in Mitigation of Climate Change: Does soft regulation make a difference?"," ENVIRON PLANN C"
13,"Municipalities as Frontrunners in Mitigation of Climate Change: Does soft regulation make a difference?"," J EUR SOC POLICY"
13,"Municipalities as Frontrunners in Mitigation of Climate Change: Does soft regulation make a difference?"," J ENVIRON PLANN MAN"
13,"Municipalities as Frontrunners in Mitigation of Climate Change: Does soft regulation make a difference?"," COMPETITIVE CITIES C"
13,"Municipalities as Frontrunners in Mitigation of Climate Change: Does soft regulation make a difference?"," JCMS-J COMMON MARK S"
13,"Municipalities as Frontrunners in Mitigation of Climate Change: Does soft regulation make a difference?"," REGUL GOV"
13,"Municipalities as Frontrunners in Mitigation of Climate Change: Does soft regulation make a difference?"," J IND RELAT"
13,"Municipalities as Frontrunners in Mitigation of Climate Change: Does soft regulation make a difference?"," ISSUES METHODS COMP"
13,"Municipalities as Frontrunners in Mitigation of Climate Change: Does soft regulation make a difference?"," URBAN AFF REV"
13,"Municipalities as Frontrunners in Mitigation of Climate Change: Does soft regulation make a difference?"," J ENVIRON PLANN MAN"
13,"Municipalities as Frontrunners in Mitigation of Climate Change: Does soft regulation make a difference?"," CLIM DEV"
13,"Municipalities as Frontrunners in Mitigation of Climate Change: Does soft regulation make a difference?"," 52007 VESTL"
13,"Municipalities as Frontrunners in Mitigation of Climate Change: Does soft regulation make a difference?"," GOVERNANCE"
13,"Municipalities as Frontrunners in Mitigation of Climate Change: Does soft regulation make a difference?"," MINN LAW REV"
13,"Municipalities as Frontrunners in Mitigation of Climate Change: Does soft regulation make a difference?"," GLOBAL ENVIRON POLIT"
13,"Municipalities as Frontrunners in Mitigation of Climate Change: Does soft regulation make a difference?"," HVA SKJER BESTEFOREL"
13,"Municipalities as Frontrunners in Mitigation of Climate Change: Does soft regulation make a difference?"," 2014109 NIBR"
13,"Municipalities as Frontrunners in Mitigation of Climate Change: Does soft regulation make a difference?"," NORSK KLIM"
13,"Municipalities as Frontrunners in Mitigation of Climate Change: Does soft regulation make a difference?"," ENVIRON POLICY GOV"
13,"Municipalities as Frontrunners in Mitigation of Climate Change: Does soft regulation make a difference?"," OK TINGV"
13,"Municipalities as Frontrunners in Mitigation of Climate Change: Does soft regulation make a difference?"," HDB ORG STUDIES"
13,"Municipalities as Frontrunners in Mitigation of Climate Change: Does soft regulation make a difference?"," J TRANSP GEOGR"
13,"Municipalities as Frontrunners in Mitigation of Climate Change: Does soft regulation make a difference?"," J ENVIRON POL PLAN"
13,"Municipalities as Frontrunners in Mitigation of Climate Change: Does soft regulation make a difference?"," EUR LAW J"
13,"Municipalities as Frontrunners in Mitigation of Climate Change: Does soft regulation make a difference?"," ENVIRON PLANN C"
14,"Polycentric struggles: The experience of the global climate justice movement"," ANNU REV ENV RESOUR"
14,"Polycentric struggles: The experience of the global climate justice movement"," ECOL ECON"
14,"Polycentric struggles: The experience of the global climate justice movement"," J PLAN EDUC RES"
14,"Polycentric struggles: The experience of the global climate justice movement"," ENVIRON POLICY GOV"
14,"Polycentric struggles: The experience of the global climate justice movement"," ENVIRON POLIT"
14,"Polycentric struggles: The experience of the global climate justice movement"," AM J SOCIOL"
14,"Polycentric struggles: The experience of the global climate justice movement"," P NATL ACAD SCI USA"
14,"Polycentric struggles: The experience of the global climate justice movement"," OUT OF THE MAINSTREAM: WATER RIGHTS"
14,"Polycentric struggles: The experience of the global climate justice movement"," POWER JUSTICE ENV CR"
14,"Polycentric struggles: The experience of the global climate justice movement"," PROCESS TRACING"
14,"Polycentric struggles: The experience of the global climate justice movement"," SOC NATUR RESOUR"
14,"Polycentric struggles: The experience of the global climate justice movement"," GEOFORUM"
14,"Polycentric struggles: The experience of the global climate justice movement"," SOC NATUR RESOUR"
14,"Polycentric struggles: The experience of the global climate justice movement"," J SOC ISSUES"
14,"Polycentric struggles: The experience of the global climate justice movement"," INT AFF"
14,"Polycentric struggles: The experience of the global climate justice movement"," ANNU REV ENV RESOUR"
14,"Polycentric struggles: The experience of the global climate justice movement"," ANTIPODE"
14,"Polycentric struggles: The experience of the global climate justice movement"," GLOBAL ENVIRON CHANG"
14,"Polycentric struggles: The experience of the global climate justice movement"," ORGAN ENVIRON"
14,"Polycentric struggles: The experience of the global climate justice movement"," POLICY SCI"
14,"Polycentric struggles: The experience of the global climate justice movement"," NAT CLIM CHANGE"
14,"Polycentric struggles: The experience of the global climate justice movement"," STATE WERE REFLECTIN"
14,"Polycentric struggles: The experience of the global climate justice movement"," COALITIONS BORDERS T"
14,"Polycentric struggles: The experience of the global climate justice movement"," RESISTANCE SPACE POL"
14,"Polycentric struggles: The experience of the global climate justice movement"," GLOBAL ENVIRON POLIT"
14,"Polycentric struggles: The experience of the global climate justice movement"," SOVEREIGNTY DEMOCRAC"
14,"Polycentric struggles: The experience of the global climate justice movement"," CONSERV SOC"
14,"Polycentric struggles: The experience of the global climate justice movement"," ECOL ECON"
14,"Polycentric struggles: The experience of the global climate justice movement"," AFRO AM ANTHR"
14,"Polycentric struggles: The experience of the global climate justice movement"," PEOPLE POWER CHANGE"
14,"Polycentric struggles: The experience of the global climate justice movement"," AM BEHAV SCI"
