"uid1","article","citedjournal"
82,"Global mortality from storm surges is decreasing"," NAT CLIM CHANGE"
82,"Global mortality from storm surges is decreasing"," NAT HAZARD EARTH SYS"
82,"Global mortality from storm surges is decreasing"," ENVIRON SCI POLICY"
82,"Global mortality from storm surges is decreasing"," CLIMATIC CHANGE"
82,"Global mortality from storm surges is decreasing"," PLOS ONE"
82,"Global mortality from storm surges is decreasing"," REV GEOPHYS"
82,"Global mortality from storm surges is decreasing"," NAT HAZARDS"
82,"Global mortality from storm surges is decreasing"," INT J DISAST RISK RE"
82,"Global mortality from storm surges is decreasing"," NAT CLIM CHANGE"
82,"Global mortality from storm surges is decreasing"," B AM METEOROL SOC"
82,"Global mortality from storm surges is decreasing"," EPIDEMIOL REV"
82,"Global mortality from storm surges is decreasing"," SEND FRAM DIS RISK R"
82,"Global mortality from storm surges is decreasing"," CLIM DYNAM"
83,"""Vulnerabilities and resilience of European power generation to 1.5 degrees C, 2 degrees C and 3 degrees C warming""",NA
84,"Global sea-level contribution from Arctic land ice: 1971-2017"," SNOW WAT ICE PERM AR"
84,"Global sea-level contribution from Arctic land ice: 1971-2017"," ENVIRON RES LETT"
84,"Global sea-level contribution from Arctic land ice: 1971-2017"," J GLACIOL"
84,"Global sea-level contribution from Arctic land ice: 1971-2017"," J GLACIOL"
84,"Global sea-level contribution from Arctic land ice: 1971-2017"," NAT CLIM CHANGE"
84,"Global sea-level contribution from Arctic land ice: 1971-2017"," CRYOSPHERE"
84,"Global sea-level contribution from Arctic land ice: 1971-2017"," SNOW WATER ICE PERMA"
84,"Global sea-level contribution from Arctic land ice: 1971-2017"," J CLIMATE"
84,"Global sea-level contribution from Arctic land ice: 1971-2017"," J CLIMATE"
84,"Global sea-level contribution from Arctic land ice: 1971-2017"," 8223 GEOL SURV CAN"
84,"Global sea-level contribution from Arctic land ice: 1971-2017"," J GEOPHYS RES-EARTH"
84,"Global sea-level contribution from Arctic land ice: 1971-2017"," GEOPHYS RES LETT"
84,"Global sea-level contribution from Arctic land ice: 1971-2017"," EARTH SYST SCI DATA"
84,"Global sea-level contribution from Arctic land ice: 1971-2017"," J GLACIOL"
84,"Global sea-level contribution from Arctic land ice: 1971-2017"," J GLACIOL"
84,"Global sea-level contribution from Arctic land ice: 1971-2017"," CLIMATIC CHANGE"
84,"Global sea-level contribution from Arctic land ice: 1971-2017"," QUATERNARY RES"
84,"Global sea-level contribution from Arctic land ice: 1971-2017"," NAT GEOSCI"
84,"Global sea-level contribution from Arctic land ice: 1971-2017"," GLACIER MASS BALANCE"
84,"Global sea-level contribution from Arctic land ice: 1971-2017"," CRYOSPHERE"
84,"Global sea-level contribution from Arctic land ice: 1971-2017"," SCIENCE"
84,"Global sea-level contribution from Arctic land ice: 1971-2017"," NATURE"
84,"Global sea-level contribution from Arctic land ice: 1971-2017"," NATURE"
84,"Global sea-level contribution from Arctic land ice: 1971-2017"," B AM METEOROL SOC"
84,"Global sea-level contribution from Arctic land ice: 1971-2017",NA
84,"Global sea-level contribution from Arctic land ice: 1971-2017"," NATURE"
84,"Global sea-level contribution from Arctic land ice: 1971-2017"," CRYOSPHERE"
84,"Global sea-level contribution from Arctic land ice: 1971-2017"," GEOPHYS RES LETT"
84,"Global sea-level contribution from Arctic land ice: 1971-2017"," NAT COMMUN"
84,"Global sea-level contribution from Arctic land ice: 1971-2017"," SURV GEOPHYS"
84,"Global sea-level contribution from Arctic land ice: 1971-2017"," CRYOSPHERE"
84,"Global sea-level contribution from Arctic land ice: 1971-2017"," NAT CLIM CHANGE"
84,"Global sea-level contribution from Arctic land ice: 1971-2017"," SCIENCE"
84,"Global sea-level contribution from Arctic land ice: 1971-2017"," SCIENCE"
84,"Global sea-level contribution from Arctic land ice: 1971-2017"," CRYOSPHERE"
84,"Global sea-level contribution from Arctic land ice: 1971-2017"," ENVIRON RES LETT"
84,"Global sea-level contribution from Arctic land ice: 1971-2017"," INT J CLIMATOL"
84,"Global sea-level contribution from Arctic land ice: 1971-2017"," J GLACIOL"
84,"Global sea-level contribution from Arctic land ice: 1971-2017"," P NATL ACAD SCI USA"
84,"Global sea-level contribution from Arctic land ice: 1971-2017"," J QUATERNARY SCI"
84,"Global sea-level contribution from Arctic land ice: 1971-2017",NA
84,"Global sea-level contribution from Arctic land ice: 1971-2017"," CLIMATE RES"
84,"Global sea-level contribution from Arctic land ice: 1971-2017"," J GEOPHYS RES-EARTH"
84,"Global sea-level contribution from Arctic land ice: 1971-2017"," CRYOSPHERE"
84,"Global sea-level contribution from Arctic land ice: 1971-2017"," J CLIMATE"
84,"Global sea-level contribution from Arctic land ice: 1971-2017",NA
84,"Global sea-level contribution from Arctic land ice: 1971-2017"," GEOPHYS RES LETT"
84,"Global sea-level contribution from Arctic land ice: 1971-2017"," NAT COMMUN"
84,"Global sea-level contribution from Arctic land ice: 1971-2017"," B AM METEOROL SOC"
84,"Global sea-level contribution from Arctic land ice: 1971-2017"," B AM METEOROL SOC"
84,"Global sea-level contribution from Arctic land ice: 1971-2017"," GEOPHYS RES LETT"
84,"Global sea-level contribution from Arctic land ice: 1971-2017"," NATURE"
84,"Global sea-level contribution from Arctic land ice: 1971-2017"," GEOPHYS RES LETT"
84,"Global sea-level contribution from Arctic land ice: 1971-2017"," CRYOSPHERE"
84,"Global sea-level contribution from Arctic land ice: 1971-2017"," ENVIRON RES LETT"
84,"Global sea-level contribution from Arctic land ice: 1971-2017"," B AM METEOROL SOC"
84,"Global sea-level contribution from Arctic land ice: 1971-2017"," B AM METEOROL SOC"
84,"Global sea-level contribution from Arctic land ice: 1971-2017"," ANN GLACIOL"
84,"Global sea-level contribution from Arctic land ice: 1971-2017"," J GLACIOL"
84,"Global sea-level contribution from Arctic land ice: 1971-2017"," GEOPHYS RES LETT"
84,"Global sea-level contribution from Arctic land ice: 1971-2017"," B AM METEOROL SOC"
84,"Global sea-level contribution from Arctic land ice: 1971-2017"," GEOPHYS RES LETT"
84,"Global sea-level contribution from Arctic land ice: 1971-2017"," CRYOSPHERE"
84,"Global sea-level contribution from Arctic land ice: 1971-2017"," GLOBAL GLACIER CHANG"
85,"Role of green roofs in reducing heat stress in vulnerable urban communities-a multidisciplinary approach"," J HUMAN ENV SYSTEM"
85,"Role of green roofs in reducing heat stress in vulnerable urban communities-a multidisciplinary approach"," GEOGR ANAL"
85,"Role of green roofs in reducing heat stress in vulnerable urban communities-a multidisciplinary approach"," INT J ENV RES PUB HE"
85,"Role of green roofs in reducing heat stress in vulnerable urban communities-a multidisciplinary approach"," INT J ENV RES PUB HE"
85,"Role of green roofs in reducing heat stress in vulnerable urban communities-a multidisciplinary approach"," ENVIRON HEALTH PERSP"
85,"Role of green roofs in reducing heat stress in vulnerable urban communities-a multidisciplinary approach"," APPL ENERG"
85,"Role of green roofs in reducing heat stress in vulnerable urban communities-a multidisciplinary approach"," J PLAN EDUC RES"
85,"Role of green roofs in reducing heat stress in vulnerable urban communities-a multidisciplinary approach"," LANDSCAPE URBAN PLAN"
85,"Role of green roofs in reducing heat stress in vulnerable urban communities-a multidisciplinary approach"," AM SOCIOL REV"
85,"Role of green roofs in reducing heat stress in vulnerable urban communities-a multidisciplinary approach"," B AM METEOROL SOC"
85,"Role of green roofs in reducing heat stress in vulnerable urban communities-a multidisciplinary approach",NA
85,"Role of green roofs in reducing heat stress in vulnerable urban communities-a multidisciplinary approach"," MON WEATHER REV"
85,"Role of green roofs in reducing heat stress in vulnerable urban communities-a multidisciplinary approach",NA
85,"Role of green roofs in reducing heat stress in vulnerable urban communities-a multidisciplinary approach"," INT J CLIMATOL"
85,"Role of green roofs in reducing heat stress in vulnerable urban communities-a multidisciplinary approach"," URBAN CLIM"
85,"Role of green roofs in reducing heat stress in vulnerable urban communities-a multidisciplinary approach"," CHICAGO GREEN ROOFS"
85,"Role of green roofs in reducing heat stress in vulnerable urban communities-a multidisciplinary approach"," CHICAGO CLIMATE ACTI"
85,"Role of green roofs in reducing heat stress in vulnerable urban communities-a multidisciplinary approach"," J GREAT LAKES RES"
85,"Role of green roofs in reducing heat stress in vulnerable urban communities-a multidisciplinary approach"," ASME FLUIDS ENGINEERING DIVISION SUMMER MEETING - 2014"
85,"Role of green roofs in reducing heat stress in vulnerable urban communities-a multidisciplinary approach"," J APPL METEOROL CLIM"
85,"Role of green roofs in reducing heat stress in vulnerable urban communities-a multidisciplinary approach"," LANDSCAPE URBAN PLAN"
85,"Role of green roofs in reducing heat stress in vulnerable urban communities-a multidisciplinary approach"," BUILD ENVIRON"
85,"Role of green roofs in reducing heat stress in vulnerable urban communities-a multidisciplinary approach"," NAT CLIM CHANGE"
85,"Role of green roofs in reducing heat stress in vulnerable urban communities-a multidisciplinary approach"," BUILT ENV"
85,"Role of green roofs in reducing heat stress in vulnerable urban communities-a multidisciplinary approach"," SOC SCI MED"
85,"Role of green roofs in reducing heat stress in vulnerable urban communities-a multidisciplinary approach"," ENVIRON HEALTH PERSP"
85,"Role of green roofs in reducing heat stress in vulnerable urban communities-a multidisciplinary approach"," J GREAT LAKES RES"
85,"Role of green roofs in reducing heat stress in vulnerable urban communities-a multidisciplinary approach"," PROC INST CIV ENG-U"
85,"Role of green roofs in reducing heat stress in vulnerable urban communities-a multidisciplinary approach"," ENVIRON HEALTH PERSP"
85,"Role of green roofs in reducing heat stress in vulnerable urban communities-a multidisciplinary approach"," B AM METEOROL SOC"
85,"Role of green roofs in reducing heat stress in vulnerable urban communities-a multidisciplinary approach",NA
85,"Role of green roofs in reducing heat stress in vulnerable urban communities-a multidisciplinary approach"," HEAT WAVE SOCIAL AUT"
85,"Role of green roofs in reducing heat stress in vulnerable urban communities-a multidisciplinary approach"," ATMOS ENVIRON"
85,"Role of green roofs in reducing heat stress in vulnerable urban communities-a multidisciplinary approach"," B AM METEOROL SOC"
85,"Role of green roofs in reducing heat stress in vulnerable urban communities-a multidisciplinary approach",NA
85,"Role of green roofs in reducing heat stress in vulnerable urban communities-a multidisciplinary approach"," INT J BIOMETEOROL"
85,"Role of green roofs in reducing heat stress in vulnerable urban communities-a multidisciplinary approach"," J METEOROL SOC JPN"
85,"Role of green roofs in reducing heat stress in vulnerable urban communities-a multidisciplinary approach"," BOUND-LAY METEOROL"
85,"Role of green roofs in reducing heat stress in vulnerable urban communities-a multidisciplinary approach"," J CLEAN PROD"
85,"Role of green roofs in reducing heat stress in vulnerable urban communities-a multidisciplinary approach"," J APPL METEOROL CLIM"
85,"Role of green roofs in reducing heat stress in vulnerable urban communities-a multidisciplinary approach"," SUSTAIN CITIES SOC"
85,"Role of green roofs in reducing heat stress in vulnerable urban communities-a multidisciplinary approach"," ENVIRON HEALTH PERSP"
85,"Role of green roofs in reducing heat stress in vulnerable urban communities-a multidisciplinary approach"," LANDSCAPE ECOL"
85,"Role of green roofs in reducing heat stress in vulnerable urban communities-a multidisciplinary approach"," LANDSCAPE URBAN PLAN"
85,"Role of green roofs in reducing heat stress in vulnerable urban communities-a multidisciplinary approach"," ENVIRON POLLUT"
85,"Role of green roofs in reducing heat stress in vulnerable urban communities-a multidisciplinary approach"," MATURITAS"
85,"Role of green roofs in reducing heat stress in vulnerable urban communities-a multidisciplinary approach"," J URBAN HEALTH"
85,"Role of green roofs in reducing heat stress in vulnerable urban communities-a multidisciplinary approach"," URBAN FOR URBAN GREE"
85,"Role of green roofs in reducing heat stress in vulnerable urban communities-a multidisciplinary approach"," ENVIRON HEALTH PERSP"
85,"Role of green roofs in reducing heat stress in vulnerable urban communities-a multidisciplinary approach"," GLOBAL ENVIRON CHANG"
85,"Role of green roofs in reducing heat stress in vulnerable urban communities-a multidisciplinary approach"," HEALTH PLACE"
85,"Role of green roofs in reducing heat stress in vulnerable urban communities-a multidisciplinary approach"," ATMOS ENVIRON"
85,"Role of green roofs in reducing heat stress in vulnerable urban communities-a multidisciplinary approach"," ENVIRON RES LETT"
85,"Role of green roofs in reducing heat stress in vulnerable urban communities-a multidisciplinary approach"," ENERG BUILDINGS"
85,"Role of green roofs in reducing heat stress in vulnerable urban communities-a multidisciplinary approach"," SOL ENERGY"
85,"Role of green roofs in reducing heat stress in vulnerable urban communities-a multidisciplinary approach"," IMPACTS CLIMATE CHAN"
85,"Role of green roofs in reducing heat stress in vulnerable urban communities-a multidisciplinary approach"," AM J PREV MED"
85,"Role of green roofs in reducing heat stress in vulnerable urban communities-a multidisciplinary approach"," NEW ENGL J MED"
85,"Role of green roofs in reducing heat stress in vulnerable urban communities-a multidisciplinary approach"," ENVIRON RES LETT"
85,"Role of green roofs in reducing heat stress in vulnerable urban communities-a multidisciplinary approach"," AGU FALL M"
85,"Role of green roofs in reducing heat stress in vulnerable urban communities-a multidisciplinary approach"," INT J CLIMATOL"
85,"Role of green roofs in reducing heat stress in vulnerable urban communities-a multidisciplinary approach"," ASME FLUIDS ENGINEERING DIVISION SUMMER MEETING - 2014"
85,"Role of green roofs in reducing heat stress in vulnerable urban communities-a multidisciplinary approach"," ADV METEOROL"
85,"Role of green roofs in reducing heat stress in vulnerable urban communities-a multidisciplinary approach"," NCARTN468STR"
85,"Role of green roofs in reducing heat stress in vulnerable urban communities-a multidisciplinary approach"," SCI TOTAL ENVIRON"
85,"Role of green roofs in reducing heat stress in vulnerable urban communities-a multidisciplinary approach"," J AM PLANN ASSOC"
85,"Role of green roofs in reducing heat stress in vulnerable urban communities-a multidisciplinary approach"," LANDSCAPE URBAN PLAN"
85,"Role of green roofs in reducing heat stress in vulnerable urban communities-a multidisciplinary approach"," NAT HAZARDS"
85,"Role of green roofs in reducing heat stress in vulnerable urban communities-a multidisciplinary approach"," LANDSCAPE URBAN PLAN"
85,"Role of green roofs in reducing heat stress in vulnerable urban communities-a multidisciplinary approach"," LANDSCAPE URBAN PLAN"
85,"Role of green roofs in reducing heat stress in vulnerable urban communities-a multidisciplinary approach"," AM J PUBLIC HEALTH"
85,"Role of green roofs in reducing heat stress in vulnerable urban communities-a multidisciplinary approach"," ENVIRON RES LETT"
85,"Role of green roofs in reducing heat stress in vulnerable urban communities-a multidisciplinary approach"," LANDSCAPE URBAN PLAN"
85,"Role of green roofs in reducing heat stress in vulnerable urban communities-a multidisciplinary approach"," RED URB HEAT ISL COM"
85,"Role of green roofs in reducing heat stress in vulnerable urban communities-a multidisciplinary approach"," COMPREHENSIVE GEOGRA"
85,"Role of green roofs in reducing heat stress in vulnerable urban communities-a multidisciplinary approach"," BOUND-LAY METEOROL"
85,"Role of green roofs in reducing heat stress in vulnerable urban communities-a multidisciplinary approach"," BUILD ENVIRON"
85,"Role of green roofs in reducing heat stress in vulnerable urban communities-a multidisciplinary approach"," ATMOS ENVIRON"
85,"Role of green roofs in reducing heat stress in vulnerable urban communities-a multidisciplinary approach"," J GEOPHYS RES-ATMOS"
86,"Harvested area gaps in China between 1981 and 2010: effects of climatic and land management factors"," GLOBAL CHANGE BIOL"
86,"Harvested area gaps in China between 1981 and 2010: effects of climatic and land management factors"," INT J REMOTE SENS"
86,"Harvested area gaps in China between 1981 and 2010: effects of climatic and land management factors"," NAT CLIM CHANGE"
86,"Harvested area gaps in China between 1981 and 2010: effects of climatic and land management factors"," NAT CLIM CHANGE"
86,"Harvested area gaps in China between 1981 and 2010: effects of climatic and land management factors"," GLOBAL CHANGE BIOL"
86,"Harvested area gaps in China between 1981 and 2010: effects of climatic and land management factors"," P NATL ACAD SCI USA"
86,"Harvested area gaps in China between 1981 and 2010: effects of climatic and land management factors"," CURR OPIN ENV SUST"
86,"Harvested area gaps in China between 1981 and 2010: effects of climatic and land management factors"," ENVIRON RES LETT"
86,"Harvested area gaps in China between 1981 and 2010: effects of climatic and land management factors"," [遥感学报"
86,"Harvested area gaps in China between 1981 and 2010: effects of climatic and land management factors"," STATE FOOD INWORLD"
86,"Harvested area gaps in China between 1981 and 2010: effects of climatic and land management factors"," WORLD FOOD SIT"
86,"Harvested area gaps in China between 1981 and 2010: effects of climatic and land management factors"," AGR FOREST METEOROL"
86,"Harvested area gaps in China between 1981 and 2010: effects of climatic and land management factors"," SCIENCE"
86,"Harvested area gaps in China between 1981 and 2010: effects of climatic and land management factors"," PHILOS T R SOC B"
86,"Harvested area gaps in China between 1981 and 2010: effects of climatic and land management factors"," CHIN J AGR RESOUR RE"
86,"Harvested area gaps in China between 1981 and 2010: effects of climatic and land management factors"," AGR FOREST METEOROL"
86,"Harvested area gaps in China between 1981 and 2010: effects of climatic and land management factors"," GLOB HUNG IND"
86,"Harvested area gaps in China between 1981 and 2010: effects of climatic and land management factors"," ASIAN GEOGRAPHER"
86,"Harvested area gaps in China between 1981 and 2010: effects of climatic and land management factors"," ENVIRON RES LETT"
86,"Harvested area gaps in China between 1981 and 2010: effects of climatic and land management factors"," PLOS ONE"
86,"Harvested area gaps in China between 1981 and 2010: effects of climatic and land management factors"," NATURE"
86,"Harvested area gaps in China between 1981 and 2010: effects of climatic and land management factors"," ENVIRON RES LETT"
86,"Harvested area gaps in China between 1981 and 2010: effects of climatic and land management factors"," NATURE"
86,"Harvested area gaps in China between 1981 and 2010: effects of climatic and land management factors"," AGR ECOSYST ENVIRON"
86,"Harvested area gaps in China between 1981 and 2010: effects of climatic and land management factors"," GEOCARTO INT"
86,"Harvested area gaps in China between 1981 and 2010: effects of climatic and land management factors"," ENVIRON RES LETT"
86,"Harvested area gaps in China between 1981 and 2010: effects of climatic and land management factors"," NAT COMMUN"
86,"Harvested area gaps in China between 1981 and 2010: effects of climatic and land management factors"," EUR J AGRON"
86,"Harvested area gaps in China between 1981 and 2010: effects of climatic and land management factors"," P NATL ACAD SCI USA"
86,"Harvested area gaps in China between 1981 and 2010: effects of climatic and land management factors"," ENVIRON RES LETT"
86,"Harvested area gaps in China between 1981 and 2010: effects of climatic and land management factors"," GLOB FOOD SECUR-AGR"
86,"Harvested area gaps in China between 1981 and 2010: effects of climatic and land management factors"," CURR OPIN ENV SUST"
86,"Harvested area gaps in China between 1981 and 2010: effects of climatic and land management factors"," GLOBAL CHANGE BIOL"
86,"Harvested area gaps in China between 1981 and 2010: effects of climatic and land management factors"," AGR ECON-BLACKWELL"
86,"Harvested area gaps in China between 1981 and 2010: effects of climatic and land management factors"," FIELD CROP RES"
86,"Harvested area gaps in China between 1981 and 2010: effects of climatic and land management factors"," CHINESE GEOGR SCI"
86,"Harvested area gaps in China between 1981 and 2010: effects of climatic and land management factors"," AGR FOREST METEOROL"
86,"Harvested area gaps in China between 1981 and 2010: effects of climatic and land management factors"," AGR SYST"
86,"Harvested area gaps in China between 1981 and 2010: effects of climatic and land management factors"," SENSORS-BASEL"
86,"Harvested area gaps in China between 1981 and 2010: effects of climatic and land management factors"," AGR ECOSYST ENVIRON"
86,"Harvested area gaps in China between 1981 and 2010: effects of climatic and land management factors"," PLOS ONE"
86,"Harvested area gaps in China between 1981 and 2010: effects of climatic and land management factors"," LAND USE POLICY"
87,"Disproportionate magnitude of climate change in United States national parks"," P NATL ACAD SCI USA"
87,"Disproportionate magnitude of climate change in United States national parks"," J CLIMATE"
87,"Disproportionate magnitude of climate change in United States national parks"," IMPACTS WARMING ARCT"
87,"Disproportionate magnitude of climate change in United States national parks"," ENVIRON MANAGE"
87,"Disproportionate magnitude of climate change in United States national parks"," BIOL CONSERV"
87,"Disproportionate magnitude of climate change in United States national parks"," P NATL ACAD SCI USA"
87,"Disproportionate magnitude of climate change in United States national parks"," ECOL APPL"
87,"Disproportionate magnitude of climate change in United States national parks"," GEOPHYS RES LETT"
87,"Disproportionate magnitude of climate change in United States national parks"," J CLIMATE"
87,"Disproportionate magnitude of climate change in United States national parks"," PLOS ONE"
87,"Disproportionate magnitude of climate change in United States national parks"," TIME SERIES ANAL FOR"
87,"Disproportionate magnitude of climate change in United States national parks"," NAT CLIM CHANGE"
87,"Disproportionate magnitude of climate change in United States national parks"," LIMNOLOGICA"
87,"Disproportionate magnitude of climate change in United States national parks"," SCIENCE"
87,"Disproportionate magnitude of climate change in United States national parks"," ECOL APPL"
87,"Disproportionate magnitude of climate change in United States national parks"," SCI ADV"
87,"Disproportionate magnitude of climate change in United States national parks"," BIOMETRIKA"
87,"Disproportionate magnitude of climate change in United States national parks"," SCIENCE"
87,"Disproportionate magnitude of climate change in United States national parks"," B AM METEOROL SOC"
87,"Disproportionate magnitude of climate change in United States national parks"," INT J CLIMATOL"
87,"Disproportionate magnitude of climate change in United States national parks"," SCIENCE"
87,"Disproportionate magnitude of climate change in United States national parks"," GEOPHYS RES LETT"
87,"Disproportionate magnitude of climate change in United States national parks"," GEOPHYS RES LETT"
87,"Disproportionate magnitude of climate change in United States national parks"," NAT COMMUN"
87,"Disproportionate magnitude of climate change in United States national parks"," GLOBAL CHANGE BIOL"
87,"Disproportionate magnitude of climate change in United States national parks"," NAT COMMUN"
87,"Disproportionate magnitude of climate change in United States national parks"," GLOBAL CHANGE BIOL"
87,"Disproportionate magnitude of climate change in United States national parks"," INT J CLIMATOL"
87,"Disproportionate magnitude of climate change in United States national parks"," SCI CONSERVATION NAT"
87,"Disproportionate magnitude of climate change in United States national parks"," GLOBAL ECOL BIOGEOGR"
87,"Disproportionate magnitude of climate change in United States national parks"," J APPL METEOROL CLIM"
87,"Disproportionate magnitude of climate change in United States national parks"," BIOSCIENCE"
87,"Disproportionate magnitude of climate change in United States national parks",NA
87,"Disproportionate magnitude of climate change in United States national parks"," GLOBAL CHANGE BIOL"
87,"Disproportionate magnitude of climate change in United States national parks"," ECOL APPL"
87,"Disproportionate magnitude of climate change in United States national parks"," REV GEOPHYS"
87,"Disproportionate magnitude of climate change in United States national parks"," INT J CLIMATOL"
87,"Disproportionate magnitude of climate change in United States national parks"," WATER RESOUR RES"
87,"Disproportionate magnitude of climate change in United States national parks"," CLIM CHANG 2014 IM A"
87,"Disproportionate magnitude of climate change in United States national parks"," CLIM CHANG 2013 PHYS"
87,"Disproportionate magnitude of climate change in United States national parks"," CLIMATE CHANGE 2007"
87,"Disproportionate magnitude of climate change in United States national parks"," ECOSPHERE"
87,"Disproportionate magnitude of climate change in United States national parks"," BIOL CONSERV"
87,"Disproportionate magnitude of climate change in United States national parks"," J CLIMATE"
87,"Disproportionate magnitude of climate change in United States national parks"," J GEOPHYS RES-EARTH"
87,"Disproportionate magnitude of climate change in United States national parks"," NATURE"
87,"Disproportionate magnitude of climate change in United States national parks"," WATER RESOUR RES"
87,"Disproportionate magnitude of climate change in United States national parks"," ECOL APPL"
87,"Disproportionate magnitude of climate change in United States national parks"," GLOBAL CHANGE BIOL"
87,"Disproportionate magnitude of climate change in United States national parks"," SCIENCE"
87,"Disproportionate magnitude of climate change in United States national parks"," ENVIRON RES LETT"
87,"Disproportionate magnitude of climate change in United States national parks"," J GEOPHYS RES-ATMOS"
87,"Disproportionate magnitude of climate change in United States national parks"," AMBIO"
87,"Disproportionate magnitude of climate change in United States national parks"," ARCT ANTARCT ALP RES"
87,"Disproportionate magnitude of climate change in United States national parks",NA
87,"Disproportionate magnitude of climate change in United States national parks"," PLOS ONE"
87,"Disproportionate magnitude of climate change in United States national parks"," PLOS ONE"
87,"Disproportionate magnitude of climate change in United States national parks"," J GEOPHYS RES-ATMOS"
87,"Disproportionate magnitude of climate change in United States national parks"," SCIENCE"
87,"Disproportionate magnitude of climate change in United States national parks"," NATURE"
87,"Disproportionate magnitude of climate change in United States national parks"," J AM WATER RESOUR AS"
87,"Disproportionate magnitude of climate change in United States national parks"," GEOPHYS RES LETT"
87,"Disproportionate magnitude of climate change in United States national parks"," BIOMETRIKA"
87,"Disproportionate magnitude of climate change in United States national parks"," GEOPHYS RES LETT"
87,"Disproportionate magnitude of climate change in United States national parks"," CONSERV BIOL"
87,"Disproportionate magnitude of climate change in United States national parks"," P NATL ACAD SCI USA"
87,"Disproportionate magnitude of climate change in United States national parks"," CLIMATE CHANGE 2014: IMPACTS"
87,"Disproportionate magnitude of climate change in United States national parks"," GEOPHYS RES LETT"
87,"Disproportionate magnitude of climate change in United States national parks"," J BIOGEOGR"
87,"Disproportionate magnitude of climate change in United States national parks"," J GEOPHYS RES-ATMOS"
87,"Disproportionate magnitude of climate change in United States national parks"," ECOSCIENCE"
87,"Disproportionate magnitude of climate change in United States national parks"," J CLIM APPL METEOROL"
87,"Disproportionate magnitude of climate change in United States national parks",NA
87,"Disproportionate magnitude of climate change in United States national parks"," WATER RESOUR RES"
87,"Disproportionate magnitude of climate change in United States national parks"," PROT PLAN REP"
87,"Disproportionate magnitude of climate change in United States national parks"," C PART 21 SESS BONN"
87,"Disproportionate magnitude of climate change in United States national parks"," SCIENCE"
87,"Disproportionate magnitude of climate change in United States national parks"," FIRE ECOL"
87,"Disproportionate magnitude of climate change in United States national parks"," SCIENCE"
87,"Disproportionate magnitude of climate change in United States national parks"," CLIMATE CHANGE 2013"
87,"Disproportionate magnitude of climate change in United States national parks"," ENVIRON RES LETT"
87,"Disproportionate magnitude of climate change in United States national parks"," J APPL METEOROL CLIM"
87,"Disproportionate magnitude of climate change in United States national parks"," B AM METEOROL SOC"
87,"Disproportionate magnitude of climate change in United States national parks"," J CLIMATE"
87,"Disproportionate magnitude of climate change in United States national parks"," SCIENCE"
87,"Disproportionate magnitude of climate change in United States national parks"," P NATL ACAD SCI USA"
87,"Disproportionate magnitude of climate change in United States national parks"," GEOPHYS RES LETT"
87,"Disproportionate magnitude of climate change in United States national parks"," P NATL ACAD SCI USA"
87,"Disproportionate magnitude of climate change in United States national parks"," CLIMATIC CHANGE"
87,"Disproportionate magnitude of climate change in United States national parks"," PLOS ONE"
87,"Disproportionate magnitude of climate change in United States national parks"," CLIM SCI SPEC REP 4"
87,"Disproportionate magnitude of climate change in United States national parks"," J CLIMATE"
87,"Disproportionate magnitude of climate change in United States national parks",NA
88,"Changing groundwater discharge dynamics in permafrost regions"," SNOW WAT IC PERM ARC"
88,"Changing groundwater discharge dynamics in permafrost regions"," ADV WATER RESOUR"
88,"Changing groundwater discharge dynamics in permafrost regions"," NAT GEOSCI"
88,"Changing groundwater discharge dynamics in permafrost regions"," J GEOPHYS RES-EARTH"
88,"Changing groundwater discharge dynamics in permafrost regions"," GEOPHYS RES LETT"
88,"Changing groundwater discharge dynamics in permafrost regions"," PERMAFROST"
88,"Changing groundwater discharge dynamics in permafrost regions"," GEOPHYS RES LETT"
88,"Changing groundwater discharge dynamics in permafrost regions"," NAT CLIM CHANGE"
88,"Changing groundwater discharge dynamics in permafrost regions"," J AM WATER RESOUR AS"
88,"Changing groundwater discharge dynamics in permafrost regions"," J GEOPHYS RES-EARTH"
88,"Changing groundwater discharge dynamics in permafrost regions"," HYDROL PROCESS"
88,"Changing groundwater discharge dynamics in permafrost regions"," GEOPHYS RES LETT"
88,"Changing groundwater discharge dynamics in permafrost regions"," GEOPHYS RES LETT"
88,"Changing groundwater discharge dynamics in permafrost regions"," WATER-SUI"
88,"Changing groundwater discharge dynamics in permafrost regions"," WATER RESOUR RES"
88,"Changing groundwater discharge dynamics in permafrost regions"," GEOPHYS RES LETT"
88,"Changing groundwater discharge dynamics in permafrost regions"," HYDROGEOL J"
88,"Changing groundwater discharge dynamics in permafrost regions"," PERIGLACIAL ENV"
88,"Changing groundwater discharge dynamics in permafrost regions"," GEOPHYS RES LETT"
88,"Changing groundwater discharge dynamics in permafrost regions"," CONTROLS PERMAFROST"
88,"Changing groundwater discharge dynamics in permafrost regions"," WATER RESOUR"
88,"Changing groundwater discharge dynamics in permafrost regions"," ENVIRON RES LETT"
88,"Changing groundwater discharge dynamics in permafrost regions"," GEOPHYS RES LETT"
88,"Changing groundwater discharge dynamics in permafrost regions"," ARCTIC CLIMATE IMPAC"
88,"Changing groundwater discharge dynamics in permafrost regions"," NAT COMMUN"
88,"Changing groundwater discharge dynamics in permafrost regions"," SCI REP-UK"
88,"Changing groundwater discharge dynamics in permafrost regions"," WATER RESOUR RES"
