"uid1","article","citedjournal"
17,"Planning as a barrier for growth: Analysing storylines on the reform of the Danish Planning Act"," EUR PLAN STUD"
17,"Planning as a barrier for growth: Analysing storylines on the reform of the Danish Planning Act"," PLANNING THEORY"
17,"Planning as a barrier for growth: Analysing storylines on the reform of the Danish Planning Act"," MAKING STRATEGIC SPA"
17,"Planning as a barrier for growth: Analysing storylines on the reform of the Danish Planning Act"," JYLLANDSPOSTEN  0320"
17,"Planning as a barrier for growth: Analysing storylines on the reform of the Danish Planning Act"," JYLLANDSPOSTEN  0910"
17,"Planning as a barrier for growth: Analysing storylines on the reform of the Danish Planning Act"," JYLLANDSPOSTEN  0514"
17,"Planning as a barrier for growth: Analysing storylines on the reform of the Danish Planning Act"," TOWN PLANN REV"
17,"Planning as a barrier for growth: Analysing storylines on the reform of the Danish Planning Act"," DANM VAEKST BAL 32 K"
17,"Planning as a barrier for growth: Analysing storylines on the reform of the Danish Planning Act"," MOMENTUM"
17,"Planning as a barrier for growth: Analysing storylines on the reform of the Danish Planning Act"," EUR PLAN STUD"
17,"Planning as a barrier for growth: Analysing storylines on the reform of the Danish Planning Act"," EUR PLAN STUD"
17,"Planning as a barrier for growth: Analysing storylines on the reform of the Danish Planning Act"," SPAT PLANN DENM"
17,"Planning as a barrier for growth: Analysing storylines on the reform of the Danish Planning Act"," KOMM AN PLANL"
17,"Planning as a barrier for growth: Analysing storylines on the reform of the Danish Planning Act"," DANM BAL GLOB VERD E"
17,"Planning as a barrier for growth: Analysing storylines on the reform of the Danish Planning Act"," DANSK NYLIBERALISME"
17,"Planning as a barrier for growth: Analysing storylines on the reform of the Danish Planning Act"," NON TRADITIONAL REF"
17,"Planning as a barrier for growth: Analysing storylines on the reform of the Danish Planning Act"," PLAN THEOR"
17,"Planning as a barrier for growth: Analysing storylines on the reform of the Danish Planning Act"," ENVIRON PLANN C"
17,"Planning as a barrier for growth: Analysing storylines on the reform of the Danish Planning Act"," EUR PLAN STUD"
17,"Planning as a barrier for growth: Analysing storylines on the reform of the Danish Planning Act"," SPACES NEOLIBERALISM"
17,"Planning as a barrier for growth: Analysing storylines on the reform of the Danish Planning Act"," POLITIKEN"
17,"Planning as a barrier for growth: Analysing storylines on the reform of the Danish Planning Act"," SLUTR"
17,"Planning as a barrier for growth: Analysing storylines on the reform of the Danish Planning Act"," AN 2"
17,"Planning as a barrier for growth: Analysing storylines on the reform of the Danish Planning Act"," URBAN STUD"
17,"Planning as a barrier for growth: Analysing storylines on the reform of the Danish Planning Act"," ENVIRON PLANN C"
17,"Planning as a barrier for growth: Analysing storylines on the reform of the Danish Planning Act"," FRAME REFLECTION RES"
17,"Planning as a barrier for growth: Analysing storylines on the reform of the Danish Planning Act"," J AM PLANN ASSOC"
17,"Planning as a barrier for growth: Analysing storylines on the reform of the Danish Planning Act"," PLAN PRACT RES"
18,"Dividing the pie in the eco-social state: Exploring the relationship between public support for environmental and welfare policies"," ECOL ECON"
18,"Dividing the pie in the eco-social state: Exploring the relationship between public support for environmental and welfare policies"," NEW POLIT ECON"
18,"Dividing the pie in the eco-social state: Exploring the relationship between public support for environmental and welfare policies"," ENVIRON DEV ECON"
18,"Dividing the pie in the eco-social state: Exploring the relationship between public support for environmental and welfare policies"," INT J PUBLIC OPIN R"
18,"Dividing the pie in the eco-social state: Exploring the relationship between public support for environmental and welfare policies"," EUR SOCIOL REV"
18,"Dividing the pie in the eco-social state: Exploring the relationship between public support for environmental and welfare policies"," EC I ENV POLICY"
18,"Dividing the pie in the eco-social state: Exploring the relationship between public support for environmental and welfare policies"," CRIT SOC POLICY"
18,"Dividing the pie in the eco-social state: Exploring the relationship between public support for environmental and welfare policies"," DUMPING DIXIE RACE C"
18,"Dividing the pie in the eco-social state: Exploring the relationship between public support for environmental and welfare policies"," INT J PUBLIC OPIN R"
18,"Dividing the pie in the eco-social state: Exploring the relationship between public support for environmental and welfare policies"," POLITICENV IDEAA"
18,"Dividing the pie in the eco-social state: Exploring the relationship between public support for environmental and welfare policies"," ENVIRON POLIT"
18,"Dividing the pie in the eco-social state: Exploring the relationship between public support for environmental and welfare policies"," ENERG POLICY"
18,"Dividing the pie in the eco-social state: Exploring the relationship between public support for environmental and welfare policies"," INT SOCIAL SURVEY PR"
18,"Dividing the pie in the eco-social state: Exploring the relationship between public support for environmental and welfare policies"," HOUSING STUD"
18,"Dividing the pie in the eco-social state: Exploring the relationship between public support for environmental and welfare policies"," GREEN STATES SOCIAL"
18,"Dividing the pie in the eco-social state: Exploring the relationship between public support for environmental and welfare policies"," POLITICS EARTH ENV D"
18,"Dividing the pie in the eco-social state: Exploring the relationship between public support for environmental and welfare policies"," J EUROPEAN SOCIAL PO"
18,"Dividing the pie in the eco-social state: Exploring the relationship between public support for environmental and welfare policies"," ADAPTING I"
18,"Dividing the pie in the eco-social state: Exploring the relationship between public support for environmental and welfare policies"," ENVIRON POLIT"
18,"Dividing the pie in the eco-social state: Exploring the relationship between public support for environmental and welfare policies"," ENVIRON POLIT"
18,"Dividing the pie in the eco-social state: Exploring the relationship between public support for environmental and welfare policies"," ENVIRONMENT"
18,"Dividing the pie in the eco-social state: Exploring the relationship between public support for environmental and welfare policies"," ENV POLITICAL THEORY"
18,"Dividing the pie in the eco-social state: Exploring the relationship between public support for environmental and welfare policies"," GREEN STATE RETHINKI"
18,"Dividing the pie in the eco-social state: Exploring the relationship between public support for environmental and welfare policies"," EUR J POLIT RES"
18,"Dividing the pie in the eco-social state: Exploring the relationship between public support for environmental and welfare policies"," 3 WORLDS WELFARE CAP"
18,"Dividing the pie in the eco-social state: Exploring the relationship between public support for environmental and welfare policies"," J DEV ECON"
18,"Dividing the pie in the eco-social state: Exploring the relationship between public support for environmental and welfare policies"," POLICY SCI"
18,"Dividing the pie in the eco-social state: Exploring the relationship between public support for environmental and welfare policies"," ROAD RIO SUSTAINABLE"
18,"Dividing the pie in the eco-social state: Exploring the relationship between public support for environmental and welfare policies"," INTERNATIONAL HANDBOOK ON SOCIAL POLICY AND THE ENVIRONMENT"
18,"Dividing the pie in the eco-social state: Exploring the relationship between public support for environmental and welfare policies"," GLOBAL ENVIRON CHANG"
18,"Dividing the pie in the eco-social state: Exploring the relationship between public support for environmental and welfare policies"," EUR SOCIOL REV"
18,"Dividing the pie in the eco-social state: Exploring the relationship between public support for environmental and welfare policies"," ENVIRON BEHAV"
18,"Dividing the pie in the eco-social state: Exploring the relationship between public support for environmental and welfare policies"," J INT COMP SOCIAL PO"
18,"Dividing the pie in the eco-social state: Exploring the relationship between public support for environmental and welfare policies"," J EUR SOC POLICY"
18,"Dividing the pie in the eco-social state: Exploring the relationship between public support for environmental and welfare policies"," ENVIRON POLIT"
18,"Dividing the pie in the eco-social state: Exploring the relationship between public support for environmental and welfare policies"," 21 CENTURY SOC"
18,"Dividing the pie in the eco-social state: Exploring the relationship between public support for environmental and welfare policies"," Q J ECON"
18,"Dividing the pie in the eco-social state: Exploring the relationship between public support for environmental and welfare policies"," VARIETIES CAPITALISM"
18,"Dividing the pie in the eco-social state: Exploring the relationship between public support for environmental and welfare policies"," SOC FORCES"
18,"Dividing the pie in the eco-social state: Exploring the relationship between public support for environmental and welfare policies"," INQUIRY HUM PROSPECT"
18,"Dividing the pie in the eco-social state: Exploring the relationship between public support for environmental and welfare policies"," GLOBAL ENVIRON POLIT"
18,"Dividing the pie in the eco-social state: Exploring the relationship between public support for environmental and welfare policies"," PS"
18,"Dividing the pie in the eco-social state: Exploring the relationship between public support for environmental and welfare policies"," CULTURE SHIFT ADV IN"
18,"Dividing the pie in the eco-social state: Exploring the relationship between public support for environmental and welfare policies"," CLIMATE CHANGE 2014"
18,"Dividing the pie in the eco-social state: Exploring the relationship between public support for environmental and welfare policies"," PS"
18,"Dividing the pie in the eco-social state: Exploring the relationship between public support for environmental and welfare policies"," ACTA SOCIOL"
18,"Dividing the pie in the eco-social state: Exploring the relationship between public support for environmental and welfare policies"," HOUSEHOLD ENERGY EXP"
18,"Dividing the pie in the eco-social state: Exploring the relationship between public support for environmental and welfare policies"," SUSTAINABILITY POLIT"
18,"Dividing the pie in the eco-social state: Exploring the relationship between public support for environmental and welfare policies"," ENVIRON POLIT"
18,"Dividing the pie in the eco-social state: Exploring the relationship between public support for environmental and welfare policies"," ECOL ECON"
18,"Dividing the pie in the eco-social state: Exploring the relationship between public support for environmental and welfare policies"," ENV ATTITUDES VALUES"
18,"Dividing the pie in the eco-social state: Exploring the relationship between public support for environmental and welfare policies"," ENV JUSTICE S AFRICA"
18,"Dividing the pie in the eco-social state: Exploring the relationship between public support for environmental and welfare policies"," EUR J POLIT RES"
18,"Dividing the pie in the eco-social state: Exploring the relationship between public support for environmental and welfare policies"," SUSTAINABILITY POLIT"
18,"Dividing the pie in the eco-social state: Exploring the relationship between public support for environmental and welfare policies"," J SOC POLICY"
18,"Dividing the pie in the eco-social state: Exploring the relationship between public support for environmental and welfare policies"," POST COMMUNIST WELFA"
18,"Dividing the pie in the eco-social state: Exploring the relationship between public support for environmental and welfare policies"," EUR SOCIOL REV"
18,"Dividing the pie in the eco-social state: Exploring the relationship between public support for environmental and welfare policies"," POLIT EVOL INST CHAN"
18,"Dividing the pie in the eco-social state: Exploring the relationship between public support for environmental and welfare policies"," REV POLICY RES"
18,"Dividing the pie in the eco-social state: Exploring the relationship between public support for environmental and welfare policies"," POLICY SCI"
18,"Dividing the pie in the eco-social state: Exploring the relationship between public support for environmental and welfare policies"," INT STUD QUART"
18,"Dividing the pie in the eco-social state: Exploring the relationship between public support for environmental and welfare policies"," EUR SOCIOL REV"
18,"Dividing the pie in the eco-social state: Exploring the relationship between public support for environmental and welfare policies"," SOC NATUR RESOUR"
18,"Dividing the pie in the eco-social state: Exploring the relationship between public support for environmental and welfare policies"," ENVIRON POLIT"
18,"Dividing the pie in the eco-social state: Exploring the relationship between public support for environmental and welfare policies"," SOCIOL QUART"
18,"Dividing the pie in the eco-social state: Exploring the relationship between public support for environmental and welfare policies"," J EUROPEAN SOCIAL PO"
18,"Dividing the pie in the eco-social state: Exploring the relationship between public support for environmental and welfare policies"," STATE GLOBAL ECOLOGI"
18,"Dividing the pie in the eco-social state: Exploring the relationship between public support for environmental and welfare policies"," INT ORGAN"
18,"Dividing the pie in the eco-social state: Exploring the relationship between public support for environmental and welfare policies"," RISK ANAL"
18,"Dividing the pie in the eco-social state: Exploring the relationship between public support for environmental and welfare policies"," ECOL ECON"
18,"Dividing the pie in the eco-social state: Exploring the relationship between public support for environmental and welfare policies"," J PEACE RES"
18,"Dividing the pie in the eco-social state: Exploring the relationship between public support for environmental and welfare policies"," REV INT STUD"
18,"Dividing the pie in the eco-social state: Exploring the relationship between public support for environmental and welfare policies"," CLIM DEV"
18,"Dividing the pie in the eco-social state: Exploring the relationship between public support for environmental and welfare policies"," GOVERNING SUSTAINABI"
18,"Dividing the pie in the eco-social state: Exploring the relationship between public support for environmental and welfare policies"," J EUR PUBLIC POLICY"
18,"Dividing the pie in the eco-social state: Exploring the relationship between public support for environmental and welfare policies"," POLICY SCI"
18,"Dividing the pie in the eco-social state: Exploring the relationship between public support for environmental and welfare policies"," INTERNATIONAL HANDBOOK ON SOCIAL POLICY AND THE ENVIRONMENT"
18,"Dividing the pie in the eco-social state: Exploring the relationship between public support for environmental and welfare policies"," PS"
18,"Dividing the pie in the eco-social state: Exploring the relationship between public support for environmental and welfare policies"," SOCIAL INVESTMENT WE"
18,"Dividing the pie in the eco-social state: Exploring the relationship between public support for environmental and welfare policies"," J SOCIOL"
18,"Dividing the pie in the eco-social state: Exploring the relationship between public support for environmental and welfare policies"," Oxford Development Studies"
18,"Dividing the pie in the eco-social state: Exploring the relationship between public support for environmental and welfare policies"," EUR POLIT SCI REV"
18,"Dividing the pie in the eco-social state: Exploring the relationship between public support for environmental and welfare policies"," AM PSYCHOL"
18,"Dividing the pie in the eco-social state: Exploring the relationship between public support for environmental and welfare policies"," AM POLIT SCI REV"
18,"Dividing the pie in the eco-social state: Exploring the relationship between public support for environmental and welfare policies"," SQUARING PUBLIC POLI"
18,"Dividing the pie in the eco-social state: Exploring the relationship between public support for environmental and welfare policies"," ECOL ECON"
18,"Dividing the pie in the eco-social state: Exploring the relationship between public support for environmental and welfare policies"," GLOBAL ENVIRON CHANG"
18,"Dividing the pie in the eco-social state: Exploring the relationship between public support for environmental and welfare policies"," WELFARE STATE"
18,"Dividing the pie in the eco-social state: Exploring the relationship between public support for environmental and welfare policies"," ENERG ECON"
18,"Dividing the pie in the eco-social state: Exploring the relationship between public support for environmental and welfare policies"," ENERG ECON"
19,"Creating institutional preconditions for knowledge flows in cross-border regions"," J ECON GEOGR"
19,"Creating institutional preconditions for knowledge flows in cross-border regions"," IND INNOV"
19,"Creating institutional preconditions for knowledge flows in cross-border regions"," POLICY STUD-UK"
19,"Creating institutional preconditions for knowledge flows in cross-border regions"," NATL INNOVATION SYST"
19,"Creating institutional preconditions for knowledge flows in cross-border regions"," ORESUND SCI REGION C"
19,"Creating institutional preconditions for knowledge flows in cross-border regions"," MANUFACTURING CULTUR"
19,"Creating institutional preconditions for knowledge flows in cross-border regions"," REG STUD"
19,"Creating institutional preconditions for knowledge flows in cross-border regions"," INNOVATION SCI I CHA"
19,"Creating institutional preconditions for knowledge flows in cross-border regions"," VARIETIES CAPITALISM"
19,"Creating institutional preconditions for knowledge flows in cross-border regions"," REG FED STUD"
19,"Creating institutional preconditions for knowledge flows in cross-border regions"," J BORDERL STUD"
19,"Creating institutional preconditions for knowledge flows in cross-border regions"," EUR URBAN REG STUD"
19,"Creating institutional preconditions for knowledge flows in cross-border regions"," REG STUD"
19,"Creating institutional preconditions for knowledge flows in cross-border regions"," COMPANION EC GEOGRAP"
19,"Creating institutional preconditions for knowledge flows in cross-border regions"," SMALL BUS ECON"
19,"Creating institutional preconditions for knowledge flows in cross-border regions"," OECD REGIONAL DEV WO"
19,"Creating institutional preconditions for knowledge flows in cross-border regions"," UNDERSTANDING PROCES"
19,"Creating institutional preconditions for knowledge flows in cross-border regions"," I I CHANGE EC PERFOR"
19,"Creating institutional preconditions for knowledge flows in cross-border regions"," REG INN COLL BORD"
19,"Creating institutional preconditions for knowledge flows in cross-border regions"," J KNOWL EC"
19,"Creating institutional preconditions for knowledge flows in cross-border regions"," J ECON GEOGR"
19,"Creating institutional preconditions for knowledge flows in cross-border regions"," J CHANG MANAG"
19,"Creating institutional preconditions for knowledge flows in cross-border regions"," I ORG"
19,"Creating institutional preconditions for knowledge flows in cross-border regions"," CULTURE UNBOUND"
19,"Creating institutional preconditions for knowledge flows in cross-border regions"," REGIONAL WORLD"
19,"Creating institutional preconditions for knowledge flows in cross-border regions"," PLAN PRACT RES"
19,"Creating institutional preconditions for knowledge flows in cross-border regions"," PROG HUM GEOG"
19,"Creating institutional preconditions for knowledge flows in cross-border regions"," TIJDSCHR ECON SOC GE"
19,"Creating institutional preconditions for knowledge flows in cross-border regions"," ECON GEOGR"
19,"Creating institutional preconditions for knowledge flows in cross-border regions"," S3 WORKING PAPER SER"
19,"Creating institutional preconditions for knowledge flows in cross-border regions"," REG STUD REG SCI"
19,"Creating institutional preconditions for knowledge flows in cross-border regions"," IND CORP CHANGE"
19,"Creating institutional preconditions for knowledge flows in cross-border regions"," I GEOGRAPHY INNOVATI"
19,"Creating institutional preconditions for knowledge flows in cross-border regions"," EC GEOGRAPH IN PRESS"""
20,"Mobilising diaspora to promote homeland investment: The progress of policy in post-conflict economies"," WHY NATIONS FAIL ORI"
20,"Mobilising diaspora to promote homeland investment: The progress of policy in post-conflict economies"," DEV ROADMAP ENGAGING"
20,"Mobilising diaspora to promote homeland investment: The progress of policy in post-conflict economies"," J ETHN MIGR STUD"
20,"Mobilising diaspora to promote homeland investment: The progress of policy in post-conflict economies"," AFR DIASPORA"
20,"Mobilising diaspora to promote homeland investment: The progress of policy in post-conflict economies"," ENTREP REGION DEV"
20,"Mobilising diaspora to promote homeland investment: The progress of policy in post-conflict economies"," DIGITAL DIASPORAS ID"
20,"Mobilising diaspora to promote homeland investment: The progress of policy in post-conflict economies"," WORLD DEV"
20,"Mobilising diaspora to promote homeland investment: The progress of policy in post-conflict economies"," BOTTOM BILLION WHY P"
20,"Mobilising diaspora to promote homeland investment: The progress of policy in post-conflict economies"," CONST POLITICAL ECON"
20,"Mobilising diaspora to promote homeland investment: The progress of policy in post-conflict economies"," AM POLIT SCI REV"
20,"Mobilising diaspora to promote homeland investment: The progress of policy in post-conflict economies"," INT MIGR REV"
20,"Mobilising diaspora to promote homeland investment: The progress of policy in post-conflict economies"," GEOGR COMPASS"
20,"Mobilising diaspora to promote homeland investment: The progress of policy in post-conflict economies"," MONTENEGRO CHALLENGE"
20,"Mobilising diaspora to promote homeland investment: The progress of policy in post-conflict economies"," DIASPORA DEV BOSNIA"
20,"Mobilising diaspora to promote homeland investment: The progress of policy in post-conflict economies"," DIASPORA BUSINESS"
20,"Mobilising diaspora to promote homeland investment: The progress of policy in post-conflict economies"," J BUS VENTURING"
20,"Mobilising diaspora to promote homeland investment: The progress of policy in post-conflict economies"," SOC IMP EM RUR URB M"
20,"Mobilising diaspora to promote homeland investment: The progress of policy in post-conflict economies"," INSTR PREACC ASS IPA"
20,"Mobilising diaspora to promote homeland investment: The progress of policy in post-conflict economies"," POPUL SPACE PLACE"
20,"Mobilising diaspora to promote homeland investment: The progress of policy in post-conflict economies"," AN MIGR STRAT SEL CO"
20,"Mobilising diaspora to promote homeland investment: The progress of policy in post-conflict economies"," WP0632 CTR MIGR POL"
20,"Mobilising diaspora to promote homeland investment: The progress of policy in post-conflict economies"," INT MIGR REV"
20,"Mobilising diaspora to promote homeland investment: The progress of policy in post-conflict economies"," J INT BUS STUD"
20,"Mobilising diaspora to promote homeland investment: The progress of policy in post-conflict economies"," MIDDLE EAST J"
20,"Mobilising diaspora to promote homeland investment: The progress of policy in post-conflict economies"," PROGR GOV REP KOS 20"
20,"Mobilising diaspora to promote homeland investment: The progress of policy in post-conflict economies"," NAT DEV STRAT 2016 2"
20,"Mobilising diaspora to promote homeland investment: The progress of policy in post-conflict economies"," AN STUD MONT DIASP"
20,"Mobilising diaspora to promote homeland investment: The progress of policy in post-conflict economies"," ACT PLAN IMPL STRAT"
20,"Mobilising diaspora to promote homeland investment: The progress of policy in post-conflict economies"," REV INT POLIT ECON"
20,"Mobilising diaspora to promote homeland investment: The progress of policy in post-conflict economies"," PROG HUM GEOG"
20,"Mobilising diaspora to promote homeland investment: The progress of policy in post-conflict economies"," International Journal of Entrepreneurship and Small Business"
20,"Mobilising diaspora to promote homeland investment: The progress of policy in post-conflict economies"," ENVIRON PLANN C"
20,"Mobilising diaspora to promote homeland investment: The progress of policy in post-conflict economies"," POL RESP INT MOB SKI"
20,"Mobilising diaspora to promote homeland investment: The progress of policy in post-conflict economies"," J ETHN MIGR STUD"
20,"Mobilising diaspora to promote homeland investment: The progress of policy in post-conflict economies"," ALBANIAN AM DIASPORA"
20,"Mobilising diaspora to promote homeland investment: The progress of policy in post-conflict economies"," STUD REM 2013"
20,"Mobilising diaspora to promote homeland investment: The progress of policy in post-conflict economies"," J DEV ENTREP"
20,"Mobilising diaspora to promote homeland investment: The progress of policy in post-conflict economies"," J DEV ENTREPRENEURSH"
20,"Mobilising diaspora to promote homeland investment: The progress of policy in post-conflict economies"," DIASPORA NETWORKS IN"
20,"Mobilising diaspora to promote homeland investment: The progress of policy in post-conflict economies"," SMALL BUS ECON"
20,"Mobilising diaspora to promote homeland investment: The progress of policy in post-conflict economies"," J INT BUS STUD"
20,"Mobilising diaspora to promote homeland investment: The progress of policy in post-conflict economies"," EC DEV"
20,"Mobilising diaspora to promote homeland investment: The progress of policy in post-conflict economies"," J BUS VENTURING"
20,"Mobilising diaspora to promote homeland investment: The progress of policy in post-conflict economies"," ENTREPR BUS ECON REV"
20,"Mobilising diaspora to promote homeland investment: The progress of policy in post-conflict economies"," DIASP DEV BOSN HERZ"
20,"Mobilising diaspora to promote homeland investment: The progress of policy in post-conflict economies"," STAT DAT EM MONT 2 H"
20,"Mobilising diaspora to promote homeland investment: The progress of policy in post-conflict economies"," STRAT AR MIGR AS ACT"
20,"Mobilising diaspora to promote homeland investment: The progress of policy in post-conflict economies"," ENVIRON PLANN A"
20,"Mobilising diaspora to promote homeland investment: The progress of policy in post-conflict economies"," FOREIGN DIRECT INVES"
20,"Mobilising diaspora to promote homeland investment: The progress of policy in post-conflict economies"," GLOBAL NETW"
20,"Mobilising diaspora to promote homeland investment: The progress of policy in post-conflict economies"," ENVIRON PLANN C"
20,"Mobilising diaspora to promote homeland investment: The progress of policy in post-conflict economies"," MOBILIZING DIASPORA"
20,"Mobilising diaspora to promote homeland investment: The progress of policy in post-conflict economies"," J BUS ETHICS"
20,"Mobilising diaspora to promote homeland investment: The progress of policy in post-conflict economies"," J INT ENTREP"
20,"Mobilising diaspora to promote homeland investment: The progress of policy in post-conflict economies"," J INT BUS STUD"
20,"Mobilising diaspora to promote homeland investment: The progress of policy in post-conflict economies"," MOB DIASP DEV POL NO"
20,"Mobilising diaspora to promote homeland investment: The progress of policy in post-conflict economies"," INT J ENTREP INNOV"
20,"Mobilising diaspora to promote homeland investment: The progress of policy in post-conflict economies"," ENTREP THEORY PRACT"
20,"Mobilising diaspora to promote homeland investment: The progress of policy in post-conflict economies"," INT J MARKETING STUD"
20,"Mobilising diaspora to promote homeland investment: The progress of policy in post-conflict economies"," REV INT POLIT ECON"
20,"Mobilising diaspora to promote homeland investment: The progress of policy in post-conflict economies"," WORK EMPLOY SOC"
20,"Mobilising diaspora to promote homeland investment: The progress of policy in post-conflict economies"," ENVIRON PLANN C"
20,"Mobilising diaspora to promote homeland investment: The progress of policy in post-conflict economies"," REALIZING POTENTIAL"
20,"Mobilising diaspora to promote homeland investment: The progress of policy in post-conflict economies"," PUBLIC ADMIN DEVELOP"
20,"Mobilising diaspora to promote homeland investment: The progress of policy in post-conflict economies"," INT BUS REV"
20,"Mobilising diaspora to promote homeland investment: The progress of policy in post-conflict economies"," J INT MANAG"
20,"Mobilising diaspora to promote homeland investment: The progress of policy in post-conflict economies"," DIASPORA"
20,"Mobilising diaspora to promote homeland investment: The progress of policy in post-conflict economies"," SILICON VALLEYS NEW"
20,"Mobilising diaspora to promote homeland investment: The progress of policy in post-conflict economies"," CAMB J REG ECON SOC"
20,"Mobilising diaspora to promote homeland investment: The progress of policy in post-conflict economies"," ETHNICITIES"
20,"Mobilising diaspora to promote homeland investment: The progress of policy in post-conflict economies"," INT SMALL BUS J"
20,"Mobilising diaspora to promote homeland investment: The progress of policy in post-conflict economies"," WORLD DEV"
20,"Mobilising diaspora to promote homeland investment: The progress of policy in post-conflict economies"," ENVIRON PLANN C"
20,"Mobilising diaspora to promote homeland investment: The progress of policy in post-conflict economies"," KOS HUM DEV REP 2014"
20,"Mobilising diaspora to promote homeland investment: The progress of policy in post-conflict economies"," KOS REM STUD 2012"
20,"Mobilising diaspora to promote homeland investment: The progress of policy in post-conflict economies"," J INT MANAG"
20,"Mobilising diaspora to promote homeland investment: The progress of policy in post-conflict economies"," ENVIRON PLANN C"
20,"Mobilising diaspora to promote homeland investment: The progress of policy in post-conflict economies"," WORK EMPLOY SOC"
20,"Mobilising diaspora to promote homeland investment: The progress of policy in post-conflict economies"," WORLD REV ENTREPRENE"
20,"Mobilising diaspora to promote homeland investment: The progress of policy in post-conflict economies"," INT SMALL BUS J"
20,"Mobilising diaspora to promote homeland investment: The progress of policy in post-conflict economies"," SMALL BUS ECON"
20,"Mobilising diaspora to promote homeland investment: The progress of policy in post-conflict economies"," IMISCOE RES"
20,"Mobilising diaspora to promote homeland investment: The progress of policy in post-conflict economies"," J SMALL BUS MANAGE"
20,"Mobilising diaspora to promote homeland investment: The progress of policy in post-conflict economies"," ENTREP REGION DEV"
20,"Mobilising diaspora to promote homeland investment: The progress of policy in post-conflict economies"," INT SMALL BUS J"
20,"Mobilising diaspora to promote homeland investment: The progress of policy in post-conflict economies"," ENTREP REGION DEV"
20,"Mobilising diaspora to promote homeland investment: The progress of policy in post-conflict economies"," MIGRATION DEV"
20,"Mobilising diaspora to promote homeland investment: The progress of policy in post-conflict economies"," EUR URBAN REG STUD"
20,"Mobilising diaspora to promote homeland investment: The progress of policy in post-conflict economies"," ENVIRON PLANN C"
20,"Mobilising diaspora to promote homeland investment: The progress of policy in post-conflict economies"," SE EUR BLACK SEA STU"
21,"""Assessing the impacts of changing public service provision on geographical accessibility: An examination of public library provision in Pembrokeshire, South Wales"""," PUBLIC LIB"
21,"""Assessing the impacts of changing public service provision on geographical accessibility: An examination of public library provision in Pembrokeshire, South Wales"""," TELEMAT INFORM"
21,"""Assessing the impacts of changing public service provision on geographical accessibility: An examination of public library provision in Pembrokeshire, South Wales"""," COMM LIB LEAN EXP SU"
21,"""Assessing the impacts of changing public service provision on geographical accessibility: An examination of public library provision in Pembrokeshire, South Wales"""," PUBLIC LIBR Q"
21,"""Assessing the impacts of changing public service provision on geographical accessibility: An examination of public library provision in Pembrokeshire, South Wales"""," LIBR HI TECH"
21,"""Assessing the impacts of changing public service provision on geographical accessibility: An examination of public library provision in Pembrokeshire, South Wales"""," PUBLIC LIB"
21,"""Assessing the impacts of changing public service provision on geographical accessibility: An examination of public library provision in Pembrokeshire, South Wales"""," NEW CHAPT PUBL LIB S"
21,"""Assessing the impacts of changing public service provision on geographical accessibility: An examination of public library provision in Pembrokeshire, South Wales"""," J LIBR INF SCI"
21,"""Assessing the impacts of changing public service provision on geographical accessibility: An examination of public library provision in Pembrokeshire, South Wales"""," BUS TRANSF CONS LIB"
21,"""Assessing the impacts of changing public service provision on geographical accessibility: An examination of public library provision in Pembrokeshire, South Wales"""," LIBR REV"
21,"""Assessing the impacts of changing public service provision on geographical accessibility: An examination of public library provision in Pembrokeshire, South Wales"""," LIB FUND CUT 50M"
21,"""Assessing the impacts of changing public service provision on geographical accessibility: An examination of public library provision in Pembrokeshire, South Wales"""," ENVIRON PLANN A"
21,"""Assessing the impacts of changing public service provision on geographical accessibility: An examination of public library provision in Pembrokeshire, South Wales"""," INT J ENV RES PUB HE"
21,"""Assessing the impacts of changing public service provision on geographical accessibility: An examination of public library provision in Pembrokeshire, South Wales"""," HEALTH PLACE"
21,"""Assessing the impacts of changing public service provision on geographical accessibility: An examination of public library provision in Pembrokeshire, South Wales"""," PEOPLES INQUIRY LIB"
21,"""Assessing the impacts of changing public service provision on geographical accessibility: An examination of public library provision in Pembrokeshire, South Wales"""," COMPUT ENVIRON URBAN"
21,"""Assessing the impacts of changing public service provision on geographical accessibility: An examination of public library provision in Pembrokeshire, South Wales"""," LIBR INFORM SCI RES"
21,"""Assessing the impacts of changing public service provision on geographical accessibility: An examination of public library provision in Pembrokeshire, South Wales"""," J LIBR INF SCI"
21,"""Assessing the impacts of changing public service provision on geographical accessibility: An examination of public library provision in Pembrokeshire, South Wales"""," HEALTH PLACE"
21,"""Assessing the impacts of changing public service provision on geographical accessibility: An examination of public library provision in Pembrokeshire, South Wales"""," TIJDSCHR ECON SOC GE"
21,"""Assessing the impacts of changing public service provision on geographical accessibility: An examination of public library provision in Pembrokeshire, South Wales"""," J LIBR INF SCI"
21,"""Assessing the impacts of changing public service provision on geographical accessibility: An examination of public library provision in Pembrokeshire, South Wales"""," LIBR HI TECH"
21,"""Assessing the impacts of changing public service provision on geographical accessibility: An examination of public library provision in Pembrokeshire, South Wales"""," LIBR INFORM SCI RES"
21,"""Assessing the impacts of changing public service provision on geographical accessibility: An examination of public library provision in Pembrokeshire, South Wales"""," SOCIOLOGY SPATIAL IN"
21,"""Assessing the impacts of changing public service provision on geographical accessibility: An examination of public library provision in Pembrokeshire, South Wales"""," LIBR INFORM SCI RES"
